age,fnlwgt,capital-gain,capital-loss,hours-per-week,workclass,marital-status,occupation,relationship,race,sex,native-country,income,education-num,education
37,253430,20,4,14,0,5,7,3,1,1,39,2,3,4
31,62280,11408,1907,39,0,2,3,1,4,1,24,0,9,11
31,247679,12381,5,39,4,4,1,3,4,1,39,0,9,11
36,251810,4900,5,45,4,4,3,1,4,0,39,2,12,7
36,254233,11698,4,31,6,2,1,1,4,1,39,2,16,10
45,125025,26,5,14,4,5,4,1,3,0,39,0,10,15
36,61103,84273,5,45,7,4,12,4,1,1,39,1,10,15
21,185852,86727,5,39,1,0,7,1,4,1,39,1,14,12
35,248211,4884,5,39,4,4,8,3,4,1,6,0,14,12
44,355572,8,6,39,4,0,10,1,4,1,39,0,15,14
37,184798,5407,4,31,4,2,5,1,4,1,39,3,11,8
36,180696,19,5,39,0,4,10,1,4,1,6,0,9,11
44,350174,80234,5,12,4,4,10,2,4,0,4,2,9,11
20,119526,6,7,31,6,0,7,4,4,1,39,1,10,15
20,61576,11517,6,10,4,0,1,0,4,0,1,0,9,11
21,63437,1,4,47,6,4,8,3,4,0,39,1,9,11
45,122701,20,5,31,4,2,5,3,4,0,39,0,9,11
30,120653,4981,1939,14,4,0,7,4,4,1,39,1,10,15
44,253129,5409,1988,39,7,0,6,1,4,0,39,1,10,15
20,58688,5013,4,39,4,6,7,4,4,0,39,0,12,7
31,246558,85074,4,45,4,4,4,3,1,1,39,0,10,15
30,183322,4,6,39,4,0,5,4,4,0,39,1,13,9
29,373038,83840,6,39,4,4,12,4,4,0,39,0,9,11
36,120125,40,6,12,2,4,7,3,4,1,39,0,14,12
37,181517,13,1909,45,2,0,10,1,2,1,39,0,15,14
30,63973,25,5,44,4,3,7,3,2,1,39,0,10,15
43,121339,81230,7,39,0,4,10,0,2,0,39,0,9,11
21,248566,9,6,39,4,0,10,3,4,1,39,0,10,15
36,250664,3,5,39,2,4,10,1,4,0,39,0,5,6
35,256266,5,6,13,4,4,7,1,4,0,39,0,9,11
21,184689,4813,5,48,4,0,10,1,4,0,39,0,9,11
21,184775,12312,5,31,2,0,10,0,4,0,39,0,9,11
30,114429,4,5,39,4,4,0,3,4,1,39,2,9,11
21,122952,10,5,46,1,4,1,3,2,0,39,0,10,15
44,182687,7,5,39,0,0,10,4,4,1,39,3,10,15
43,118462,4789,5,39,4,0,8,1,1,0,39,0,10,15
37,245388,83857,4,13,4,0,8,4,2,1,0,0,5,6
20,118031,90093,6,39,6,4,3,1,4,0,39,1,10,15
30,122852,5051,5,39,4,3,12,3,4,0,39,0,14,12
36,357761,83192,4,39,7,5,8,1,4,0,39,3,13,9
44,63115,9,6,15,6,4,12,1,4,1,39,0,6,0
45,119378,20,4,39,4,4,1,2,4,1,5,2,13,9
45,184791,30,5,45,4,4,7,1,4,0,39,0,9,11
44,120785,84761,7,31,4,4,6,1,4,1,39,0,9,11
30,118071,5399,1950,39,2,0,4,5,4,1,39,0,8,2
21,118490,5032,3,31,4,2,10,3,4,1,39,1,10,15
44,120757,8,5,44,2,4,10,1,4,0,39,0,10,15
21,246008,14,5,45,2,3,1,0,4,0,39,0,16,10
30,248982,7,4,13,4,2,7,1,4,0,3,0,13,9
31,118532,19,5,44,1,0,3,1,4,0,39,0,9,11
37,124474,22,6,12,4,0,10,1,4,0,36,0,9,11
30,65296,5245,1916,40,4,0,6,1,4,1,39,2,13,9
21,247338,17,4,46,4,0,8,1,4,0,39,1,10,15
21,120505,80457,4,39,4,2,6,1,4,1,39,0,9,11
20,251930,4758,2,39,0,4,4,1,2,1,39,0,4,5
37,120071,12,3,39,6,4,10,3,4,1,0,0,11,8
30,255364,82163,6,13,4,4,12,1,4,0,39,1,12,7
45,257893,5161,5,39,4,0,8,1,4,0,39,0,13,9
20,375592,14,6,39,4,4,1,1,4,1,39,0,9,11
20,184520,25,6,45,4,0,8,5,4,1,39,3,10,15
36,238663,5240,6,39,4,4,1,5,4,0,39,1,9,11
37,183701,78355,3,39,1,0,10,1,4,1,39,0,10,15
20,357204,13,1969,43,1,2,10,3,4,0,39,0,10,15
37,184977,82123,5,13,4,4,1,4,2,0,30,0,16,10
38,117061,87282,1865,39,6,4,7,4,4,0,39,0,9,11
44,247687,12,5,46,4,4,4,1,4,0,39,0,13,9
21,179570,9,4,13,4,2,11,1,4,0,39,3,10,15
31,246779,16,3,39,4,0,10,1,4,1,39,0,9,11
29,122615,17,7,45,4,0,1,4,4,1,39,1,11,8
20,65224,21,6,46,4,0,5,4,2,1,39,1,8,2
20,343525,3,6,39,4,4,8,4,2,0,39,1,13,9
36,251979,2,6,39,4,4,3,1,4,0,39,0,9,11
36,180952,23,6,12,6,2,10,1,0,0,39,0,14,12
20,353294,81378,5,39,4,0,12,1,4,1,39,0,9,11
29,116799,5,7,39,4,4,5,3,4,1,39,3,16,10
43,250869,13,5,39,4,4,11,0,4,0,39,0,9,11
45,237144,82419,6,39,4,4,12,3,4,0,39,1,9,11
44,253165,5057,5,45,6,0,10,1,4,1,39,0,9,11
43,63741,8,6,14,4,2,13,2,4,1,39,0,9,11
31,122657,45,5,47,1,4,12,1,4,1,39,0,10,15
35,118707,5106,5,31,6,0,6,2,4,1,39,0,10,15
37,250392,18,6,39,0,2,1,3,0,1,39,0,10,15
20,182070,7,1932,10,2,0,10,1,2,1,39,0,2,3
20,119226,41,5,39,4,0,12,4,4,1,14,0,13,9
37,64706,84551,5,12,4,5,1,1,4,0,39,3,3,4
30,184317,57,5,39,4,4,10,3,4,0,39,0,3,4
20,119392,81514,6,12,4,4,7,4,1,1,39,0,9,11
30,252214,17,6,39,4,4,12,4,0,1,39,0,13,9
45,182749,12,4,40,0,6,8,0,4,0,39,0,9,11
30,249493,87229,6,45,4,4,3,3,2,1,39,0,3,4
21,344822,14,5,39,4,4,3,1,4,0,39,0,14,12
21,117120,7,4,44,4,0,13,2,4,1,19,1,9,11
30,253754,9,5,39,4,0,4,2,4,1,39,0,10,15
43,248706,11935,7,30,4,4,4,1,4,1,2,1,9,11
42,125079,19,6,39,4,5,4,4,2,1,39,1,9,11
45,181299,43,1895,39,7,2,4,4,4,0,39,0,10,15
31,252337,4,3,40,4,0,8,1,4,0,39,0,13,9
21,64778,32,4,40,6,4,1,1,4,1,39,0,9,11
44,122283,37,6,30,4,2,12,1,4,0,39,0,15,14
21,119678,39,5,13,7,4,1,0,4,0,39,0,13,9
44,342994,12,5,44,4,4,10,3,4,1,39,0,6,0
45,357033,5130,3,31,4,4,2,4,4,1,39,0,10,15
20,61368,5249,6,39,4,4,13,4,2,0,39,1,9,11
30,120148,82657,6,47,6,4,4,5,2,0,27,0,14,12
30,252998,15,5,39,5,4,3,4,4,1,39,2,10,15
44,67024,84884,6,39,4,4,7,4,4,0,39,0,9,11
36,116735,23,5,30,4,6,6,3,4,0,39,0,9,11
21,239051,5,4,12,4,4,1,1,4,1,39,1,6,0
45,243643,82662,3,46,6,0,4,1,1,1,39,0,9,11
30,251499,2,5,31,4,0,1,4,2,1,39,0,9,11
44,261769,4,1936,39,4,4,3,2,4,1,39,1,9,11
43,248065,1,4,40,4,0,7,2,4,1,39,1,2,3
21,119897,29,4,14,7,4,10,4,4,1,39,1,7,1
44,183775,82406,6,13,2,4,10,1,4,1,39,3,9,11
20,184654,11806,5,39,7,2,3,1,4,0,39,3,9,11
37,184996,5385,4,39,4,2,12,1,4,0,39,3,10,15
20,178903,5147,5,29,4,4,10,4,4,1,39,0,9,11
44,62677,30,6,13,0,4,3,1,4,0,39,3,14,12
45,356399,85745,5,39,5,4,5,1,4,0,39,0,11,8
20,251326,3,5,39,7,2,8,0,4,1,39,2,10,15
36,244676,7,5,31,0,0,5,3,4,1,39,1,9,11
30,181278,5238,4,31,4,4,10,3,4,0,39,1,10,15
31,251772,4870,4,39,5,4,0,0,4,0,39,0,10,15
44,248682,80567,5,39,4,4,10,1,4,0,39,0,12,7
44,240880,60,4,30,7,4,7,3,4,1,39,0,9,11
20,61714,12,6,39,7,2,11,1,4,0,39,0,10,15
45,352405,2,4,13,2,4,4,1,4,0,39,1,5,6
30,179214,57,5,39,7,2,12,4,2,0,39,0,10,15
30,61669,7,4,39,0,4,12,1,4,0,29,0,7,1
36,63599,25,5,44,4,0,4,4,1,0,39,0,10,15
30,119875,16,5,12,6,0,12,1,4,0,39,0,10,15
30,64431,8,5,46,7,4,1,3,4,0,39,2,10,15
21,121568,4858,4,39,4,6,10,4,4,1,39,1,13,9
20,63038,4998,6,45,2,4,1,3,4,0,39,1,13,9
29,248390,25,6,44,2,6,4,1,4,1,39,0,6,0
30,357733,5396,6,44,6,5,4,3,0,1,39,1,10,15
21,186266,86852,5,13,8,0,12,4,4,0,39,0,10,15
37,185701,42,4,31,0,0,3,1,2,1,39,0,13,9
21,245495,3,4,39,4,4,14,1,4,0,39,0,5,6
31,185491,13,4,31,2,4,11,3,4,1,39,0,10,15
36,121511,11705,4,39,4,2,8,1,4,0,39,0,11,8
36,119725,81887,4,39,7,4,4,2,4,0,39,2,14,12
20,122480,5397,5,14,4,0,8,1,1,1,39,0,3,4
46,121490,83664,4,15,4,4,1,4,4,1,39,0,13,9
30,68490,1,5,31,4,4,10,5,4,1,39,2,10,15
30,182701,84798,4,44,4,4,4,1,4,1,39,0,9,11
36,184027,7,7,11,4,0,12,0,4,0,39,1,15,14
43,252437,2,6,43,4,4,12,4,4,0,39,0,14,12
37,354268,25,3,39,0,5,3,2,4,0,39,0,9,11
30,121622,84890,5,31,2,0,6,2,4,1,39,0,10,15
44,120870,5400,5,45,7,0,1,1,4,0,39,0,9,11
45,262711,44,4,39,5,0,8,1,2,0,39,0,9,11
36,252696,84363,5,12,4,6,14,1,4,1,39,0,16,10
20,184577,13,5,39,4,4,2,5,4,0,26,0,5,6
38,59020,16,4,13,4,0,6,0,4,1,39,2,10,15
30,183963,11,5,44,4,4,4,1,4,0,39,1,10,15
45,116835,5320,4,30,7,0,1,3,2,0,39,0,13,9
36,256111,10,5,13,4,3,4,3,4,0,39,0,10,15
30,119824,5029,4,39,4,0,10,1,4,0,39,2,10,15
44,183202,5,5,39,4,4,8,1,2,0,39,1,9,11
31,247998,4979,4,13,1,4,3,1,4,1,39,3,10,15
31,254425,11,4,14,4,6,7,3,4,0,39,0,10,15
44,248295,21,6,45,0,4,4,0,4,1,39,1,10,15
20,179069,10,6,39,4,2,7,5,4,0,39,1,10,15
36,56430,77166,5,31,6,6,5,1,4,1,39,0,10,15
30,245251,23,5,12,4,4,8,1,4,1,5,0,13,9
37,64153,3,1910,47,4,0,12,1,4,1,39,1,7,1
37,260241,13061,5,13,4,4,10,3,4,0,39,0,10,15
44,117340,19,1985,44,4,2,4,1,2,0,40,0,9,11
20,184566,25,6,13,4,4,10,3,4,0,39,1,9,11
43,183825,5017,5,45,2,4,12,2,4,1,39,2,11,8
37,188385,5167,6,40,2,0,3,1,4,0,39,1,5,6
29,118098,23,5,39,0,4,7,3,4,1,39,0,9,11
45,181628,83886,5,39,4,6,13,4,4,0,6,0,4,5
20,243059,82260,5,39,1,4,12,1,2,1,39,1,9,11
30,251961,6,4,46,4,4,7,4,4,0,39,0,13,9
29,254644,15,9,12,4,0,12,4,4,1,20,1,10,15
45,117059,4862,5,45,4,4,8,4,4,0,39,1,10,15
44,181913,4944,5,39,0,4,10,0,4,0,39,0,10,15
37,58920,13,5,39,4,4,4,1,4,1,39,1,9,11
45,252233,83936,3,47,6,4,1,1,4,1,26,1,10,15
38,246700,4,3,39,4,0,1,2,4,1,0,1,9,11
21,119886,7,3,12,4,4,4,5,4,1,39,0,13,9
45,64752,15,4,12,4,4,3,4,4,1,39,0,13,9
20,123673,23,6,40,4,4,1,3,4,1,39,0,14,12
21,67039,5113,5,45,2,2,1,1,4,1,20,0,9,11
20,182777,0,1927,39,4,0,13,3,4,0,39,1,10,15
29,246714,1,6,39,4,4,8,0,4,1,39,0,10,15
37,122907,4982,5,40,4,0,12,4,4,1,39,1,13,9
36,66756,62,6,46,4,4,12,3,4,1,39,1,9,11
20,369730,12173,5,44,2,4,7,4,4,0,39,0,9,11
20,56942,0,4,39,4,4,1,3,3,1,39,0,10,15
21,251420,2,6,39,6,5,5,1,4,1,39,0,10,15
45,251157,5072,5,13,2,4,1,4,1,0,39,0,10,15
45,58662,5278,5,31,7,2,8,3,4,0,39,0,16,10
37,115122,5018,5,39,4,4,7,2,4,1,39,1,9,11
37,118802,83648,5,12,0,0,8,4,4,0,18,0,3,4
44,62499,5154,6,39,4,4,10,3,4,1,39,0,13,9
44,255309,32,4,15,0,4,1,3,4,0,39,0,10,15
45,350411,49,3,39,5,4,7,3,4,1,39,0,6,0
20,184370,0,6,39,4,4,4,2,4,0,39,1,10,15
38,368309,5110,3,14,6,2,8,1,4,1,39,0,3,4
21,61680,22,4,12,4,4,5,3,4,1,39,0,9,11
30,117670,5078,5,39,0,0,10,1,4,0,39,0,9,11
43,253065,4806,7,50,4,4,1,3,4,1,39,0,13,9
21,114700,5128,5,45,1,4,3,1,4,0,39,2,7,1
20,365788,5162,8,39,4,2,8,4,0,0,39,3,4,5
37,125876,2,4,14,6,4,3,3,1,0,39,0,13,9
46,242037,5,4,39,2,2,1,1,4,0,34,0,15,14
44,245190,5041,1935,39,4,4,8,3,1,0,39,0,13,9
45,182144,13,4,39,2,2,7,3,4,0,39,0,10,15
21,247540,3,4,44,7,4,0,0,4,1,39,0,13,9
20,118166,29,6,12,4,4,9,3,1,0,39,0,13,9
20,118809,5295,5,39,4,4,1,4,4,0,39,0,9,11
36,184699,4894,5,45,4,4,6,3,1,0,6,0,9,11
31,182865,4744,5,39,0,2,1,3,4,1,39,3,10,15
35,184284,1,5,39,4,5,8,1,4,0,39,1,10,15
44,61521,12791,5,12,6,4,14,1,4,1,39,1,12,7
43,63307,84557,5,39,4,2,6,1,4,0,39,0,16,10
20,245976,4834,5,44,2,0,13,2,4,0,39,0,11,8
36,246309,5257,5,13,4,4,0,1,4,0,39,2,12,7
31,249975,8,4,40,4,5,4,2,4,1,39,1,10,15
21,63982,84329,1960,39,4,4,1,3,4,1,39,0,10,15
46,122894,9,1881,47,4,0,8,1,4,1,39,2,9,11
45,122090,2,3,39,1,0,1,4,4,1,39,0,9,11
30,59598,1,5,45,4,6,1,1,4,0,8,0,11,8
36,114138,5126,4,39,6,6,3,3,4,1,39,0,9,11
42,183699,8,7,12,7,3,10,3,4,0,39,0,15,14
45,182362,19,6,13,4,0,7,1,4,1,39,0,9,11
30,255810,25,6,39,1,4,8,3,4,1,39,1,10,15
45,353110,83539,4,48,4,2,1,3,1,1,39,1,7,1
44,344655,2,5,39,7,4,1,2,4,1,5,0,10,15
21,256164,8,5,39,5,2,10,2,4,1,3,0,13,9
37,250382,2,5,39,2,4,4,1,4,1,39,1,15,14
20,120340,2,6,39,4,6,3,4,4,1,39,2,9,11
20,240836,82786,6,44,4,4,1,1,4,1,34,2,8,2
43,249571,16,6,42,4,0,8,4,4,1,39,0,3,4
21,241902,82785,4,39,2,4,12,3,4,0,39,1,10,15
37,64572,11,1919,39,4,5,13,3,2,0,39,0,10,15
37,122236,7,6,15,6,2,11,4,1,1,39,1,8,2
21,259658,9,5,44,2,4,7,1,1,0,39,0,4,5
45,243874,8,5,30,7,5,4,3,4,0,39,1,8,2
45,185427,23,7,40,6,4,13,0,4,1,34,0,13,9
31,185700,17,4,31,4,2,3,3,4,1,39,0,9,11
44,243792,12369,6,39,4,0,11,3,4,0,39,1,10,15
20,63775,83047,5,46,7,0,12,4,4,0,39,0,9,11
36,114598,80840,4,39,8,4,1,1,4,0,39,2,16,10
44,59783,18,5,39,4,0,3,3,4,0,23,0,13,9
21,253610,13,4,39,4,5,6,0,4,0,1,0,9,11
20,254498,2,7,39,2,4,1,4,4,0,39,1,10,15
21,63594,3,5,39,0,4,1,4,4,1,39,1,13,9
20,182290,83656,6,44,4,4,8,4,4,1,26,0,11,8
37,59399,18,4,45,4,4,13,2,4,1,39,0,9,11
45,255931,84266,4,13,4,4,3,3,1,1,39,3,10,15
37,249248,17,5,45,6,5,3,4,4,1,39,0,7,1
36,115934,3,5,30,6,0,4,4,2,1,30,1,7,1
30,252616,5,1953,39,4,5,10,4,4,0,39,0,7,1
36,118512,80580,5,39,0,0,7,3,4,1,39,0,10,15
21,120290,12430,5,39,0,4,10,1,4,0,39,0,10,15
44,118133,87374,5,39,2,0,4,2,4,0,39,0,9,11
20,181048,84623,5,46,4,4,4,2,4,1,39,2,9,11
20,118207,9,4,13,6,5,10,4,1,1,39,0,13,9
20,64993,4,6,31,4,4,7,1,4,1,39,1,10,15
46,253407,12,3,39,2,2,10,5,2,1,39,2,10,15
43,245529,2,5,47,7,0,3,1,4,0,39,0,9,11
37,253690,85505,5,39,4,4,1,0,4,1,39,0,9,11
44,185389,15,4,39,4,0,5,1,4,1,39,1,9,11
31,252314,7,4,47,4,0,6,1,4,1,39,0,11,8
20,184655,12444,5,13,0,0,8,1,0,1,39,0,10,15
38,181662,1,5,48,0,4,12,3,4,1,39,0,10,15
20,183200,19,4,39,4,0,6,1,4,1,5,0,9,11
20,66533,28,6,12,4,2,4,5,4,1,39,0,7,1
21,182838,12,5,45,4,4,5,1,0,0,39,0,10,15
31,62793,0,7,39,4,4,10,1,4,1,39,1,9,11
36,121764,5036,4,45,4,0,8,1,4,1,39,0,9,11
35,122116,7,1964,30,4,4,4,3,4,0,39,0,7,1
44,250337,13,6,14,4,2,8,4,4,0,39,0,10,15
43,247899,34,5,45,0,4,10,5,3,0,39,0,10,15
31,121713,17,4,39,4,0,13,1,4,0,39,0,13,9
20,184178,5170,6,46,6,4,8,3,4,0,26,0,9,11
20,352009,5,3,45,2,5,1,1,4,1,39,0,14,12
31,120428,7,4,48,4,4,3,3,4,1,39,2,9,11
45,121252,0,5,15,5,4,0,3,4,1,23,1,9,11
20,60736,4999,5,31,4,4,14,1,1,1,39,0,7,1
45,62891,1,5,45,4,5,3,4,4,1,39,0,16,10
21,254979,4,5,45,4,5,12,1,1,1,39,2,10,15
44,117432,19,6,13,4,2,14,1,2,0,39,0,16,10
21,258298,4929,5,39,7,2,3,1,2,1,39,0,10,15
38,185595,12,4,47,4,6,3,4,4,1,40,3,6,0
37,248144,17,3,45,6,6,9,1,1,0,0,1,12,7
44,61828,18,6,39,4,0,7,3,4,0,39,0,13,9
43,254260,5379,1968,12,6,4,12,1,4,1,39,3,14,12
21,247700,5301,6,12,4,4,8,4,4,1,39,0,10,15
45,63158,11834,6,39,8,0,1,2,4,1,39,0,10,15
21,241531,6,5,39,4,0,6,3,4,1,39,1,10,15
30,117006,8,5,39,7,4,12,1,2,1,39,1,9,11
44,183402,11,6,44,4,0,8,1,4,1,20,1,9,11
21,184225,42,5,30,4,4,1,3,4,1,39,0,3,4
21,249891,5086,5,46,2,4,13,2,4,0,6,1,11,8
20,64599,7,5,39,1,4,10,3,4,1,39,1,9,11
20,183743,5133,5,39,4,4,10,3,4,1,39,0,9,11
20,350378,5259,5,44,4,4,1,4,4,1,39,3,9,11
21,185574,82272,4,47,0,3,8,5,1,0,39,3,13,9
21,54917,0,4,44,2,0,10,3,4,1,39,1,13,9
31,186095,5408,3,14,5,4,10,4,4,1,39,0,9,11
46,186451,83508,3,45,2,4,8,5,2,1,39,1,10,15
20,66644,82047,4,39,4,0,4,1,4,1,39,0,14,12
36,183483,3,5,47,4,4,0,1,4,0,39,1,16,10
44,116358,4986,3,12,6,5,3,4,4,1,39,1,2,3
44,185222,29,1966,39,4,4,1,4,4,1,0,3,4,5
31,365173,14,5,31,4,4,11,3,4,1,39,2,9,11
36,64496,81156,4,13,6,0,4,1,4,0,39,0,13,9
21,345615,84276,5,39,0,4,1,1,4,1,26,0,10,15
21,248787,87127,5,39,4,0,4,3,4,1,0,0,11,8
30,252814,5424,5,39,4,0,1,1,4,1,39,0,10,15
45,121591,13,4,39,2,3,14,2,4,1,29,1,14,12
20,252050,18,6,12,4,2,7,4,4,1,39,1,9,11
20,182650,5119,4,39,4,0,10,1,4,1,39,0,10,15
20,62214,32,5,45,4,4,4,1,1,0,26,1,9,11
31,64993,5386,4,14,4,4,3,4,4,1,39,1,9,11
20,252978,5038,6,39,4,4,10,1,4,0,39,0,13,9
20,67974,4,6,45,6,4,4,1,4,1,39,0,8,2
20,63620,5,5,45,4,4,1,1,4,0,39,3,9,11
35,344534,5,5,39,4,4,8,1,4,1,39,1,10,15
30,243317,17,5,44,4,4,8,1,4,1,39,0,9,11
37,242863,4948,5,39,2,4,4,4,4,0,39,1,10,15
21,121364,86151,4,39,4,6,6,5,4,0,39,3,14,12
36,185104,85311,5,39,4,0,7,1,4,1,39,0,6,0
44,119706,19,5,39,2,3,8,1,4,1,39,2,13,9
20,334031,5070,4,39,4,6,4,1,4,1,39,0,13,9
21,233708,5016,5,43,4,4,3,2,4,1,39,0,7,1
36,59940,6,5,44,2,0,10,1,4,1,39,0,10,15
45,60986,6,3,39,4,4,8,1,4,1,39,0,10,15
30,248354,4912,5,45,4,2,8,3,4,0,39,0,9,11
36,61693,54,5,39,4,4,13,1,4,1,40,1,10,15
44,120106,81629,4,14,0,4,1,1,4,0,39,1,10,15
20,243759,86568,4,46,4,0,0,3,4,1,39,1,10,15
44,65417,84551,7,30,2,0,4,1,4,1,39,0,12,7
31,66272,11970,3,48,4,0,10,5,4,1,39,1,9,11
35,121821,12036,6,39,4,4,11,4,4,1,39,1,9,11
38,255029,5241,1883,39,4,0,8,2,2,1,39,0,9,11
20,257315,19,5,45,4,4,1,4,4,0,39,1,10,15
36,262990,20,5,14,4,0,11,3,1,0,39,0,10,15
20,181657,85836,4,39,1,4,12,0,4,0,39,0,9,11
20,245613,3,6,45,7,6,11,4,4,1,39,1,9,11
30,62540,87755,5,45,4,0,12,4,4,0,39,0,9,11
45,186106,3,4,40,6,4,5,1,4,1,39,0,13,9
21,182088,27,5,39,0,4,10,5,4,1,39,0,11,8
30,260211,23,6,49,6,4,10,5,4,0,39,3,10,15
38,61318,5281,3,13,4,4,6,4,2,0,39,0,6,0
44,119427,6,4,39,6,0,6,3,4,1,39,2,9,11
36,184915,4554,5,39,4,0,8,2,4,1,39,1,7,1
20,65036,3,6,39,2,2,8,2,2,0,30,1,10,15
20,353813,82064,4,15,4,4,10,4,4,1,39,0,9,11
30,120286,17,6,44,2,4,7,3,4,0,33,0,10,15
20,179105,8,5,12,2,4,6,1,1,1,40,0,9,11
43,245551,84221,6,39,1,4,7,1,4,0,39,0,16,10
36,121501,23,4,39,1,4,4,1,1,0,39,1,9,11
21,119281,84728,5,39,0,4,12,1,4,0,39,0,9,11
21,249295,11477,5,39,4,0,4,1,4,0,39,0,9,11
30,62157,3,6,13,4,4,0,1,4,1,39,1,13,9
44,121306,86943,5,30,4,4,8,1,4,1,39,0,6,0
36,185701,39,5,30,4,0,5,0,4,0,39,0,11,8
20,124218,4,5,39,4,4,1,1,4,0,39,3,14,12
31,62483,20,3,14,6,0,10,1,4,1,39,0,9,11
31,186655,5193,3,39,4,4,10,1,4,1,39,2,9,11
21,254162,15,5,46,4,2,1,0,1,1,39,1,10,15
36,185709,85355,7,39,0,4,1,3,4,1,39,1,13,9
44,242451,6,4,39,5,2,1,1,0,0,39,0,9,11
30,179866,1,7,12,7,0,8,3,4,1,39,1,7,1
20,177869,84754,6,39,6,0,7,1,4,0,39,1,9,11
36,244413,33,5,39,2,0,4,4,4,0,39,0,9,11
37,63998,4,4,45,4,4,8,4,4,1,39,0,7,1
20,63981,7,6,46,4,5,1,0,4,1,39,0,14,12
30,250250,35,7,31,6,5,8,1,1,1,39,1,10,15
21,180136,5,5,30,6,4,7,4,4,0,39,0,12,7
36,57220,3,5,45,4,2,10,1,4,1,2,0,14,12
44,180801,5313,5,30,7,5,12,3,4,1,39,0,10,15
46,235795,16,4,39,4,5,12,1,4,1,32,0,9,11
21,242266,15,5,45,4,0,7,4,2,1,39,0,13,9
20,121555,25,5,39,4,4,10,3,4,0,39,2,9,11
31,180523,9,4,13,6,0,10,1,4,1,39,3,10,15
45,257140,16,4,40,2,2,3,3,4,1,39,2,9,11
35,117100,82162,1962,44,6,0,4,3,4,1,39,0,10,15
30,253336,5,6,44,4,4,5,4,4,0,39,0,10,15
31,61129,82399,5,45,4,4,8,3,4,0,39,0,10,15
37,358808,5307,6,44,4,0,3,1,4,1,26,0,10,15
30,186799,89149,6,13,4,3,4,3,4,1,39,1,12,7
36,118197,2,7,39,0,4,10,1,4,1,39,0,2,3
37,253702,2,4,31,6,4,13,1,2,1,39,0,9,11
20,250062,5100,4,46,0,4,1,5,1,0,39,1,10,15
30,125045,7,6,40,4,5,1,3,4,0,39,0,7,1
35,242210,85741,5,30,4,4,10,1,4,0,39,0,16,10
20,183995,85861,6,39,4,4,5,1,4,0,39,0,15,14
30,251219,11284,5,12,4,4,10,3,4,0,39,0,10,15
36,56526,83794,5,44,0,4,1,3,4,1,24,1,9,11
30,119384,14,5,47,4,4,10,3,4,1,39,0,13,9
37,118322,7,5,39,4,4,5,2,1,1,39,0,10,15
43,241578,9,5,39,4,0,3,1,4,0,39,0,11,8
37,121832,83976,4,39,4,0,10,4,4,1,39,1,13,9
36,257479,16,5,44,7,4,7,3,4,0,39,0,13,9
43,60367,4927,1961,39,4,0,10,4,4,0,39,1,9,11
21,185074,9,4,14,7,2,6,3,1,1,39,3,14,12
30,186287,11089,1934,40,4,4,10,4,4,1,39,0,9,11
21,64342,2,4,14,4,3,6,1,4,0,39,3,10,15
31,120795,11,3,39,4,4,8,3,4,1,39,0,9,11
36,184759,5,5,47,4,5,7,2,1,0,39,0,7,1
31,257744,28,5,47,4,0,4,4,4,1,2,2,4,5
