age,fnlwgt,capital-gain,capital-loss,hours-per-week,workclass,marital-status,occupation,relationship,race,sex,native-country,income,education-num,education
59.0,193375.0,0.0,0.0,10.0,4.0,2.0,10.0,5.0,4.0,0.0,39.0,1.0,14.0,12
25.0,227886.0,0.0,0.0,40.0,2.0,2.0,1.0,0.0,4.0,1.0,39.0,0.0,13.0,9
48.0,213140.0,0.0,0.0,40.0,5.0,2.0,4.0,0.0,4.0,1.0,39.0,2.0,10.0,15
29.0,56630.0,0.0,0.0,40.0,4.0,2.0,1.0,0.0,4.0,1.0,39.0,0.0,11.0,8
43.0,104892.0,0.0,0.0,45.0,5.0,2.0,5.0,0.0,4.0,1.0,39.0,0.0,9.0,11
22.0,201569.0,0.0,0.0,20.0,7.0,4.0,10.0,3.0,4.0,0.0,39.0,0.0,13.0,9
46.0,66934.0,0.0,0.0,45.0,2.0,0.0,10.0,4.0,4.0,0.0,39.0,1.0,13.0,9
74.0,39890.0,0.0,0.0,18.0,1.0,6.0,14.0,1.0,4.0,0.0,39.0,0.0,10.0,15
32.0,167531.0,15024.0,0.0,50.0,4.0,2.0,10.0,5.0,1.0,0.0,39.0,2.0,15.0,14
17.0,48751.0,0.0,0.0,40.0,0.0,4.0,0.0,3.0,2.0,0.0,39.0,0.0,7.0,1
55.0,127014.0,0.0,0.0,60.0,4.0,2.0,8.0,0.0,4.0,1.0,39.0,0.0,9.0,11
18.0,161245.0,0.0,0.0,8.0,4.0,4.0,8.0,3.0,4.0,1.0,39.0,1.0,7.0,1
28.0,175431.0,0.0,0.0,40.0,4.0,0.0,10.0,1.0,2.0,0.0,39.0,0.0,5.0,6
20.0,163665.0,0.0,0.0,17.0,4.0,4.0,14.0,3.0,4.0,0.0,39.0,0.0,10.0,15
27.0,101618.0,0.0,0.0,50.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,0.0,9.0,11
65.0,228182.0,0.0,0.0,40.0,4.0,2.0,10.0,0.0,4.0,1.0,39.0,3.0,13.0,9
56.0,373216.0,0.0,0.0,48.0,4.0,2.0,1.0,0.0,4.0,1.0,39.0,1.0,9.0,11
20.0,140001.0,0.0,0.0,40.0,4.0,4.0,1.0,3.0,4.0,0.0,39.0,0.0,10.0,15
31.0,163890.0,0.0,0.0,40.0,0.0,4.0,0.0,4.0,2.0,0.0,39.0,0.0,10.0,15
46.0,118714.0,7298.0,0.0,40.0,4.0,2.0,3.0,0.0,4.0,1.0,39.0,3.0,9.0,11
54.0,96062.0,0.0,0.0,40.0,4.0,2.0,13.0,0.0,4.0,1.0,39.0,2.0,12.0,7
34.0,55921.0,0.0,0.0,40.0,0.0,2.0,0.0,0.0,4.0,1.0,39.0,0.0,9.0,11
27.0,169544.0,0.0,0.0,50.0,4.0,2.0,7.0,0.0,4.0,1.0,39.0,1.0,10.0,15
28.0,42881.0,0.0,0.0,40.0,4.0,0.0,7.0,3.0,4.0,0.0,39.0,0.0,6.0,0
32.0,286689.0,0.0,0.0,42.0,4.0,2.0,13.0,0.0,4.0,1.0,39.0,2.0,12.0,7
27.0,169958.0,0.0,0.0,40.0,4.0,4.0,3.0,3.0,4.0,1.0,0.0,0.0,3.0,4
45.0,431245.0,0.0,0.0,40.0,4.0,2.0,14.0,0.0,4.0,1.0,39.0,1.0,10.0,15
62.0,664366.0,0.0,0.0,60.0,4.0,2.0,12.0,0.0,4.0,1.0,39.0,2.0,13.0,9
46.0,369538.0,0.0,0.0,40.0,4.0,2.0,14.0,0.0,4.0,1.0,39.0,2.0,6.0,0
23.0,230315.0,0.0,0.0,40.0,4.0,4.0,8.0,1.0,1.0,1.0,6.0,0.0,10.0,15
78.0,111189.0,0.0,0.0,35.0,4.0,4.0,7.0,1.0,4.0,0.0,6.0,0.0,4.0,5
40.0,134307.0,0.0,1741.0,40.0,1.0,0.0,10.0,1.0,2.0,0.0,39.0,1.0,13.0,9
36.0,160035.0,0.0,0.0,55.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,2.0,10.0,15
33.0,191385.0,0.0,0.0,40.0,4.0,4.0,10.0,1.0,4.0,1.0,2.0,0.0,13.0,9
26.0,76900.0,0.0,0.0,40.0,1.0,4.0,13.0,1.0,4.0,1.0,39.0,0.0,13.0,9
48.0,50402.0,0.0,0.0,40.0,4.0,0.0,7.0,4.0,4.0,1.0,39.0,0.0,10.0,15
50.0,195372.0,0.0,0.0,36.0,6.0,2.0,3.0,0.0,4.0,1.0,39.0,1.0,4.0,5
44.0,86750.0,4508.0,0.0,72.0,6.0,2.0,5.0,0.0,4.0,1.0,39.0,1.0,10.0,15
46.0,301124.0,0.0,1564.0,45.0,2.0,4.0,10.0,1.0,4.0,0.0,39.0,3.0,14.0,12
66.0,262552.0,0.0,0.0,7.0,6.0,2.0,5.0,0.0,4.0,1.0,39.0,0.0,10.0,15
41.0,144752.0,0.0,0.0,40.0,4.0,2.0,4.0,0.0,0.0,1.0,39.0,3.0,10.0,15
69.0,119907.0,0.0,0.0,40.0,4.0,0.0,10.0,1.0,4.0,0.0,39.0,1.0,14.0,12
61.0,54373.0,0.0,0.0,40.0,4.0,2.0,12.0,0.0,4.0,1.0,39.0,0.0,10.0,15
37.0,76855.0,0.0,0.0,40.0,6.0,0.0,4.0,4.0,4.0,0.0,39.0,0.0,10.0,15
19.0,93518.0,0.0,0.0,20.0,4.0,4.0,12.0,3.0,4.0,0.0,39.0,0.0,10.0,15
17.0,244602.0,0.0,0.0,15.0,4.0,4.0,8.0,3.0,4.0,1.0,39.0,0.0,8.0,2
41.0,248748.0,0.0,0.0,40.0,2.0,4.0,10.0,4.0,2.0,0.0,39.0,1.0,13.0,9
25.0,210095.0,0.0,0.0,25.0,0.0,4.0,0.0,4.0,4.0,0.0,8.0,0.0,3.0,4
26.0,123384.0,0.0,0.0,20.0,4.0,6.0,1.0,4.0,4.0,0.0,39.0,1.0,9.0,11
49.0,106169.0,0.0,0.0,40.0,5.0,0.0,12.0,1.0,4.0,0.0,39.0,1.0,10.0,15
34.0,122116.0,0.0,0.0,40.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,0.0,10.0,15
70.0,303588.0,0.0,0.0,20.0,6.0,2.0,13.0,0.0,4.0,1.0,39.0,0.0,10.0,15
56.0,277203.0,0.0,0.0,40.0,2.0,2.0,11.0,0.0,4.0,1.0,39.0,3.0,13.0,9
27.0,240172.0,0.0,0.0,40.0,4.0,4.0,12.0,1.0,4.0,1.0,39.0,1.0,10.0,15
40.0,134026.0,0.0,0.0,40.0,4.0,4.0,8.0,2.0,4.0,1.0,39.0,0.0,7.0,1
29.0,168221.0,0.0,0.0,40.0,4.0,2.0,7.0,0.0,4.0,1.0,39.0,1.0,9.0,11
54.0,179291.0,0.0,0.0,56.0,4.0,2.0,10.0,0.0,2.0,1.0,14.0,2.0,10.0,15
56.0,104945.0,0.0,0.0,40.0,4.0,2.0,8.0,0.0,2.0,1.0,39.0,0.0,4.0,5
30.0,111415.0,0.0,0.0,45.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,2.0,13.0,9
25.0,206343.0,0.0,0.0,40.0,4.0,4.0,11.0,2.0,4.0,1.0,39.0,0.0,9.0,11
48.0,160647.0,0.0,0.0,40.0,4.0,4.0,4.0,1.0,4.0,0.0,21.0,2.0,10.0,15
22.0,172496.0,0.0,0.0,40.0,4.0,4.0,6.0,1.0,4.0,1.0,31.0,1.0,10.0,15
39.0,179352.0,0.0,0.0,35.0,0.0,0.0,0.0,1.0,4.0,0.0,39.0,0.0,10.0,15
41.0,26598.0,0.0,0.0,40.0,6.0,0.0,3.0,1.0,4.0,1.0,39.0,0.0,9.0,11
18.0,240767.0,0.0,0.0,30.0,4.0,4.0,8.0,1.0,4.0,0.0,39.0,1.0,9.0,11
41.0,118001.0,0.0,0.0,40.0,4.0,4.0,7.0,1.0,2.0,1.0,39.0,1.0,7.0,1
37.0,191364.0,0.0,0.0,40.0,2.0,2.0,4.0,0.0,4.0,1.0,10.0,2.0,12.0,7
20.0,49179.0,0.0,0.0,35.0,4.0,4.0,10.0,1.0,4.0,1.0,39.0,0.0,10.0,15
37.0,46814.0,0.0,0.0,38.0,7.0,4.0,10.0,1.0,4.0,1.0,39.0,0.0,13.0,9
59.0,195820.0,0.0,0.0,40.0,4.0,2.0,14.0,0.0,4.0,1.0,39.0,2.0,9.0,11
51.0,157043.0,0.0,0.0,40.0,4.0,6.0,6.0,4.0,2.0,0.0,39.0,0.0,7.0,1
58.0,142924.0,0.0,0.0,24.0,4.0,4.0,1.0,1.0,4.0,0.0,39.0,2.0,14.0,12
20.0,116830.0,0.0,0.0,43.0,4.0,4.0,7.0,3.0,4.0,1.0,39.0,1.0,9.0,11
33.0,169496.0,0.0,0.0,50.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,2.0,13.0,9
51.0,237729.0,0.0,0.0,40.0,4.0,0.0,1.0,4.0,4.0,0.0,39.0,0.0,10.0,15
70.0,293076.0,0.0,0.0,30.0,0.0,2.0,0.0,0.0,4.0,1.0,39.0,0.0,10.0,15
36.0,148143.0,0.0,0.0,40.0,4.0,4.0,7.0,2.0,2.0,0.0,39.0,1.0,9.0,11
35.0,223725.0,0.0,0.0,65.0,7.0,2.0,10.0,0.0,4.0,1.0,39.0,1.0,12.0,7
33.0,202366.0,0.0,0.0,32.0,0.0,0.0,0.0,4.0,4.0,0.0,39.0,0.0,9.0,11
39.0,141584.0,0.0,0.0,50.0,4.0,2.0,13.0,0.0,4.0,1.0,39.0,1.0,10.0,15
39.0,315776.0,8614.0,0.0,52.0,4.0,4.0,4.0,1.0,2.0,1.0,39.0,2.0,14.0,12
26.0,180514.0,0.0,0.0,40.0,4.0,4.0,3.0,1.0,2.0,1.0,39.0,1.0,13.0,9
35.0,288158.0,0.0,0.0,40.0,4.0,2.0,3.0,0.0,4.0,1.0,39.0,1.0,9.0,11
32.0,255004.0,0.0,0.0,50.0,4.0,2.0,3.0,0.0,4.0,1.0,39.0,1.0,9.0,11
27.0,110622.0,0.0,0.0,40.0,4.0,4.0,1.0,1.0,1.0,0.0,30.0,1.0,13.0,9
56.0,214323.0,0.0,0.0,40.0,6.0,2.0,3.0,0.0,4.0,1.0,39.0,0.0,7.0,1
44.0,235182.0,0.0,0.0,50.0,4.0,2.0,3.0,0.0,4.0,1.0,39.0,3.0,10.0,15
23.0,189017.0,0.0,0.0,55.0,4.0,4.0,12.0,1.0,4.0,1.0,39.0,0.0,13.0,9
41.0,200652.0,0.0,0.0,35.0,4.0,0.0,8.0,2.0,4.0,0.0,39.0,0.0,5.0,6
43.0,106982.0,0.0,0.0,40.0,2.0,5.0,10.0,4.0,4.0,0.0,39.0,0.0,13.0,9
23.0,109307.0,0.0,0.0,40.0,4.0,4.0,4.0,3.0,4.0,1.0,39.0,0.0,11.0,8
20.0,158206.0,0.0,0.0,30.0,7.0,4.0,10.0,1.0,4.0,1.0,39.0,0.0,12.0,7
72.0,203289.0,0.0,0.0,35.0,6.0,2.0,3.0,0.0,4.0,1.0,39.0,0.0,10.0,15
31.0,127215.0,0.0,0.0,40.0,4.0,2.0,12.0,0.0,4.0,1.0,39.0,0.0,10.0,15
49.0,447554.0,7688.0,0.0,40.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,3.0,13.0,9
40.0,173651.0,0.0,0.0,45.0,6.0,2.0,3.0,0.0,4.0,1.0,39.0,1.0,10.0,15
26.0,341353.0,0.0,0.0,15.0,4.0,4.0,8.0,2.0,4.0,1.0,39.0,0.0,13.0,9
28.0,180928.0,0.0,0.0,40.0,6.0,4.0,4.0,3.0,4.0,1.0,39.0,1.0,9.0,11
38.0,258339.0,0.0,0.0,70.0,4.0,2.0,8.0,0.0,4.0,1.0,20.0,1.0,11.0,8
28.0,285897.0,0.0,0.0,40.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,1.0,13.0,9
23.0,173535.0,0.0,0.0,40.0,4.0,4.0,12.0,3.0,4.0,1.0,39.0,0.0,9.0,11
33.0,105370.0,0.0,0.0,70.0,4.0,0.0,11.0,1.0,4.0,1.0,39.0,0.0,9.0,11
28.0,269317.0,0.0,0.0,42.0,4.0,2.0,7.0,0.0,4.0,1.0,39.0,1.0,9.0,11
57.0,266189.0,0.0,0.0,42.0,4.0,0.0,1.0,4.0,4.0,0.0,39.0,0.0,9.0,11
61.0,32423.0,22040.0,0.0,40.0,6.0,2.0,5.0,5.0,4.0,0.0,39.0,0.0,9.0,11
33.0,207267.0,3418.0,0.0,35.0,4.0,5.0,8.0,4.0,4.0,0.0,39.0,0.0,6.0,0
28.0,288731.0,0.0,0.0,20.0,7.0,2.0,10.0,0.0,4.0,1.0,39.0,0.0,13.0,9
31.0,175778.0,0.0,0.0,40.0,4.0,4.0,10.0,3.0,4.0,0.0,39.0,1.0,13.0,9
26.0,160264.0,0.0,0.0,40.0,4.0,4.0,8.0,1.0,2.0,0.0,39.0,1.0,7.0,1
59.0,271571.0,15024.0,0.0,50.0,4.0,2.0,3.0,0.0,4.0,1.0,39.0,2.0,10.0,15
45.0,327886.0,0.0,0.0,40.0,4.0,4.0,10.0,1.0,4.0,1.0,39.0,2.0,15.0,14
34.0,320194.0,0.0,0.0,48.0,6.0,5.0,10.0,4.0,4.0,1.0,39.0,2.0,15.0,14
50.0,196975.0,0.0,0.0,40.0,4.0,2.0,3.0,0.0,4.0,1.0,39.0,2.0,9.0,11
47.0,211123.0,0.0,0.0,40.0,1.0,2.0,3.0,0.0,4.0,1.0,39.0,0.0,9.0,11
36.0,207853.0,0.0,0.0,40.0,4.0,0.0,3.0,3.0,4.0,1.0,39.0,0.0,9.0,11
49.0,318331.0,0.0,0.0,40.0,4.0,0.0,7.0,1.0,4.0,1.0,39.0,0.0,9.0,11
44.0,121781.0,0.0,0.0,37.0,4.0,0.0,1.0,1.0,1.0,0.0,39.0,0.0,10.0,15
34.0,87218.0,0.0,1887.0,50.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,3.0,14.0,12
17.0,194517.0,0.0,0.0,18.0,4.0,4.0,5.0,3.0,4.0,0.0,39.0,1.0,7.0,1
64.0,307786.0,0.0,0.0,20.0,5.0,2.0,12.0,0.0,4.0,1.0,39.0,0.0,2.0,3
36.0,269318.0,0.0,0.0,50.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,2.0,13.0,9
44.0,83812.0,0.0,0.0,60.0,6.0,0.0,4.0,1.0,4.0,1.0,39.0,0.0,13.0,9
38.0,184655.0,0.0,1740.0,48.0,4.0,2.0,3.0,0.0,4.0,1.0,39.0,0.0,9.0,11
61.0,99784.0,0.0,0.0,40.0,4.0,6.0,10.0,1.0,4.0,0.0,39.0,2.0,14.0,12
28.0,115971.0,0.0,0.0,40.0,4.0,0.0,1.0,4.0,4.0,0.0,39.0,0.0,10.0,15
29.0,177413.0,0.0,0.0,40.0,4.0,2.0,7.0,0.0,4.0,1.0,39.0,2.0,9.0,11
49.0,110373.0,0.0,0.0,40.0,1.0,2.0,13.0,0.0,4.0,1.0,39.0,2.0,10.0,15
30.0,142921.0,0.0,0.0,40.0,4.0,4.0,10.0,1.0,4.0,0.0,39.0,1.0,12.0,7
27.0,116613.0,0.0,0.0,50.0,6.0,2.0,8.0,5.0,4.0,0.0,39.0,0.0,10.0,15
53.0,314871.0,0.0,0.0,40.0,1.0,5.0,1.0,1.0,2.0,0.0,39.0,1.0,10.0,15
49.0,200949.0,0.0,0.0,38.0,4.0,4.0,8.0,4.0,4.0,0.0,29.0,0.0,6.0,0
32.0,169512.0,0.0,0.0,60.0,4.0,2.0,12.0,0.0,2.0,1.0,39.0,3.0,13.0,9
33.0,265204.0,0.0,0.0,40.0,4.0,0.0,7.0,4.0,4.0,0.0,39.0,1.0,9.0,11
79.0,103684.0,0.0,0.0,40.0,6.0,2.0,5.0,0.0,4.0,1.0,39.0,0.0,9.0,11
69.0,230417.0,0.0,0.0,40.0,4.0,2.0,10.0,0.0,4.0,1.0,3.0,2.0,16.0,10
53.0,29557.0,0.0,0.0,40.0,4.0,0.0,10.0,1.0,4.0,0.0,39.0,0.0,10.0,15
55.0,414994.0,0.0,0.0,40.0,4.0,2.0,3.0,0.0,4.0,1.0,39.0,0.0,9.0,11
22.0,236330.0,0.0,1721.0,20.0,0.0,4.0,0.0,3.0,2.0,1.0,39.0,0.0,10.0,15
35.0,98989.0,0.0,0.0,38.0,0.0,0.0,0.0,3.0,0.0,1.0,39.0,0.0,5.0,6
44.0,286750.0,0.0,0.0,40.0,4.0,2.0,14.0,0.0,2.0,1.0,39.0,0.0,10.0,15
33.0,121966.0,0.0,0.0,50.0,4.0,4.0,13.0,1.0,4.0,0.0,39.0,1.0,9.0,11
46.0,233555.0,0.0,0.0,40.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,9.0,11
64.0,210082.0,0.0,0.0,40.0,4.0,6.0,1.0,1.0,4.0,0.0,39.0,0.0,9.0,11
27.0,190784.0,3137.0,0.0,45.0,4.0,2.0,3.0,0.0,4.0,1.0,39.0,1.0,9.0,11
50.0,221532.0,0.0,0.0,40.0,4.0,2.0,3.0,0.0,4.0,1.0,39.0,3.0,9.0,11
44.0,195486.0,0.0,0.0,70.0,6.0,2.0,12.0,0.0,2.0,1.0,23.0,0.0,9.0,11
60.0,16009.0,0.0,0.0,40.0,4.0,2.0,14.0,0.0,4.0,1.0,39.0,0.0,9.0,11
19.0,227491.0,0.0,0.0,40.0,4.0,4.0,12.0,1.0,1.0,0.0,39.0,0.0,9.0,11
22.0,224969.0,0.0,0.0,40.0,4.0,4.0,1.0,3.0,4.0,1.0,39.0,1.0,9.0,11
30.0,352045.0,99999.0,0.0,40.0,7.0,5.0,3.0,1.0,4.0,1.0,39.0,3.0,14.0,12
69.0,164110.0,10605.0,0.0,50.0,4.0,2.0,12.0,0.0,4.0,1.0,39.0,3.0,13.0,9
45.0,203785.0,0.0,0.0,40.0,4.0,2.0,6.0,0.0,4.0,1.0,39.0,1.0,5.0,6
32.0,163530.0,0.0,0.0,40.0,4.0,0.0,8.0,4.0,0.0,0.0,39.0,0.0,9.0,11
43.0,216411.0,0.0,0.0,30.0,4.0,4.0,1.0,4.0,4.0,0.0,6.0,1.0,2.0,3
45.0,31478.0,2829.0,0.0,60.0,6.0,2.0,12.0,0.0,4.0,1.0,39.0,0.0,13.0,9
40.0,155972.0,7688.0,0.0,55.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,2.0,9.0,11
22.0,120518.0,0.0,0.0,40.0,4.0,6.0,1.0,3.0,4.0,0.0,39.0,0.0,9.0,11
60.0,241013.0,0.0,0.0,40.0,4.0,2.0,7.0,0.0,2.0,1.0,39.0,1.0,9.0,11
36.0,354078.0,0.0,0.0,60.0,4.0,2.0,10.0,0.0,4.0,1.0,39.0,2.0,13.0,9
29.0,211208.0,0.0,0.0,99.0,4.0,2.0,14.0,0.0,4.0,1.0,39.0,3.0,7.0,1
24.0,109813.0,3137.0,0.0,40.0,4.0,2.0,1.0,0.0,4.0,1.0,39.0,1.0,9.0,11
17.0,188758.0,0.0,0.0,20.0,4.0,4.0,8.0,3.0,4.0,1.0,39.0,1.0,7.0,1
28.0,69847.0,0.0,0.0,30.0,4.0,4.0,1.0,3.0,1.0,0.0,39.0,0.0,13.0,9
62.0,136684.0,0.0,0.0,30.0,6.0,6.0,1.0,2.0,4.0,0.0,39.0,0.0,9.0,11
28.0,82488.0,0.0,0.0,40.0,4.0,0.0,13.0,3.0,1.0,0.0,39.0,0.0,9.0,11
24.0,131220.0,0.0,0.0,40.0,4.0,4.0,1.0,3.0,2.0,0.0,39.0,1.0,9.0,11
48.0,369522.0,0.0,0.0,25.0,5.0,2.0,4.0,5.0,4.0,0.0,39.0,2.0,13.0,9
44.0,261899.0,0.0,0.0,44.0,4.0,2.0,7.0,0.0,4.0,1.0,39.0,0.0,10.0,15
45.0,153710.0,0.0,0.0,70.0,6.0,2.0,5.0,0.0,4.0,1.0,39.0,0.0,5.0,6
59.0,172618.0,0.0,0.0,56.0,4.0,0.0,12.0,1.0,4.0,1.0,39.0,1.0,10.0,15
19.0,351802.0,0.0,0.0,35.0,4.0,4.0,7.0,3.0,4.0,1.0,39.0,0.0,9.0,11
46.0,200734.0,0.0,0.0,35.0,4.0,0.0,1.0,4.0,2.0,0.0,38.0,0.0,10.0,15
17.0,41865.0,0.0,0.0,5.0,4.0,4.0,1.0,3.0,4.0,0.0,39.0,1.0,9.0,11
30.0,159442.0,0.0,0.0,40.0,4.0,5.0,1.0,1.0,4.0,0.0,39.0,0.0,9.0,11
20.0,149478.0,0.0,0.0,25.0,0.0,4.0,0.0,2.0,4.0,0.0,39.0,0.0,10.0,15
39.0,195253.0,0.0,0.0,40.0,4.0,2.0,7.0,0.0,4.0,1.0,39.0,2.0,9.0,11
33.0,196342.0,0.0,0.0,45.0,6.0,4.0,10.0,1.0,4.0,1.0,39.0,2.0,16.0,10
34.0,143766.0,0.0,0.0,40.0,1.0,4.0,1.0,1.0,4.0,1.0,39.0,0.0,12.0,7
82.0,52921.0,0.0,0.0,3.0,0.0,6.0,0.0,1.0,0.0,1.0,39.0,0.0,10.0,15
36.0,188069.0,0.0,0.0,50.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,2.0,10.0,15
23.0,664670.0,0.0,0.0,40.0,4.0,4.0,3.0,3.0,2.0,1.0,39.0,0.0,9.0,11
59.0,190997.0,0.0,0.0,36.0,6.0,2.0,4.0,0.0,4.0,1.0,39.0,1.0,6.0,0
51.0,175034.0,0.0,0.0,40.0,4.0,6.0,1.0,4.0,4.0,0.0,39.0,0.0,13.0,9
51.0,171914.0,0.0,0.0,30.0,4.0,6.0,3.0,1.0,4.0,1.0,39.0,1.0,5.0,6
22.0,333910.0,0.0,0.0,22.0,4.0,4.0,12.0,3.0,4.0,0.0,39.0,1.0,10.0,15
52.0,199265.0,0.0,0.0,40.0,6.0,0.0,3.0,1.0,2.0,1.0,39.0,0.0,9.0,11
48.0,175615.0,0.0,0.0,40.0,4.0,2.0,6.0,5.0,4.0,0.0,24.0,1.0,10.0,15
