workclass,education,marital-status,occupation,relationship,race,sex,native-country,income,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week
0,0,2,0,5,4,0,5,0,47,178013,6,0,0,20
5,10,5,10,1,4,1,39,0,46,62546,16,0,0,35
2,1,2,8,0,2,1,39,0,45,257855,7,0,0,50
7,12,4,10,1,4,1,39,1,42,60949,14,0,0,45
4,9,0,12,3,4,1,39,0,40,116632,13,0,0,80
6,15,2,4,0,0,1,39,0,45,26781,10,0,0,40
4,11,4,1,3,4,0,39,1,24,251603,9,0,0,40
4,11,4,12,1,4,1,39,0,23,189203,9,0,0,40
2,12,0,10,4,4,0,39,0,40,34540,14,0,0,44
6,11,2,12,0,4,1,39,0,34,123429,9,0,0,60
6,14,2,10,0,4,1,39,2,39,202027,15,0,1977,50
4,15,4,3,3,4,1,39,0,20,217467,10,0,0,40
4,15,5,12,4,2,0,39,0,20,194504,10,0,0,40
4,9,2,4,0,4,1,39,0,43,119721,13,0,0,40
4,0,2,14,0,4,1,39,3,57,122562,6,0,0,60
4,9,2,12,0,4,1,39,1,49,116927,13,0,0,60
2,11,2,14,0,4,1,39,0,62,114060,9,0,0,40
5,15,0,11,1,4,1,39,0,50,204447,10,0,0,40
7,11,4,8,4,2,0,39,1,46,104908,9,0,0,40
6,5,2,3,0,4,1,39,1,50,195372,4,0,0,36
4,9,4,10,1,1,1,19,1,33,236481,13,0,0,10
4,15,4,10,1,4,1,39,0,20,49179,10,0,0,35
7,9,2,10,0,4,1,39,3,56,270859,13,0,1902,48
4,15,0,8,1,4,0,39,1,43,343121,10,0,0,30
4,15,0,1,1,4,0,39,0,55,109015,10,0,0,38
4,9,2,4,0,4,1,39,2,41,138975,13,7688,0,45
4,8,4,1,1,4,0,39,0,21,306967,11,0,0,40
4,15,4,1,3,4,0,39,1,21,225724,10,0,0,20
2,9,0,4,1,4,1,39,0,57,143910,13,0,0,40
2,9,2,1,0,4,1,39,0,25,227886,13,0,0,40
4,0,4,8,3,4,1,39,0,17,95446,6,0,0,15
4,11,2,6,3,4,1,39,0,24,236696,9,0,0,35
4,15,2,3,0,4,1,39,2,59,271571,10,15024,0,50
4,15,2,4,5,4,0,39,2,37,182675,10,0,0,45
4,9,4,1,1,4,0,39,0,26,340335,13,0,0,40
6,15,2,4,0,4,1,39,2,51,24790,10,0,0,99
7,11,5,11,1,4,1,39,1,27,187327,9,0,0,45
2,15,2,11,0,4,1,39,0,33,152351,10,3908,0,40
6,9,2,12,0,4,1,39,0,45,31478,13,2829,0,60
4,15,4,13,3,4,1,39,0,21,325923,10,0,0,35
6,15,0,4,4,4,0,39,0,46,199596,10,0,0,50
4,11,2,8,0,4,1,39,2,60,250552,9,0,0,40
6,1,2,3,0,4,1,39,0,56,214323,7,0,0,40
4,11,2,3,0,4,1,39,2,50,196975,9,0,0,40
4,11,0,7,1,4,0,39,1,61,163729,9,0,0,40
4,11,5,6,4,4,1,31,0,42,220776,9,0,0,40
6,11,0,5,4,4,1,39,0,37,58343,9,0,0,56
6,11,0,3,1,4,1,39,0,41,26598,9,0,0,40
6,1,2,3,0,4,1,39,0,43,225165,7,0,0,55
7,7,6,10,1,4,0,39,0,62,101475,12,0,0,40
4,11,2,3,0,4,1,39,0,42,110028,9,0,0,40
4,11,4,3,3,4,1,39,1,50,143804,9,0,0,55
4,11,4,7,2,2,0,39,1,36,148143,9,0,0,40
4,15,2,1,3,4,0,39,0,28,194472,10,0,0,40
4,11,4,11,2,4,1,39,0,25,206343,9,0,0,40
4,11,2,12,0,4,1,39,3,37,126954,9,0,0,40
4,9,4,10,3,4,0,39,1,31,175778,13,0,0,40
4,11,4,14,3,4,1,39,1,28,154236,9,2597,0,40
4,4,4,6,4,4,1,39,0,23,121650,3,0,0,30
4,9,4,4,3,4,0,39,0,27,167501,13,0,0,40
4,11,2,3,0,4,1,39,2,50,146325,9,0,0,44
5,15,2,4,0,4,1,39,0,43,175485,10,0,0,40
4,0,4,7,4,4,1,39,0,22,219042,6,0,0,40
4,15,2,8,0,1,1,0,2,31,251659,10,0,1485,55
1,9,2,1,0,4,1,39,1,36,212465,13,0,0,40
6,7,2,1,0,4,1,39,1,42,34722,12,0,0,40
4,12,2,12,0,4,1,39,3,37,186934,14,0,0,50
4,11,0,8,1,4,0,39,0,41,38397,9,0,0,40
5,8,0,4,1,4,0,12,3,32,169152,11,10520,0,80
4,11,0,8,1,4,1,32,1,49,107009,9,0,0,40
4,15,0,12,4,4,1,39,1,38,129764,10,1506,0,50
4,8,4,10,1,4,0,39,0,23,325921,11,0,0,36
1,7,2,1,0,4,1,39,0,53,117847,12,0,0,40
5,9,5,12,1,4,0,39,0,61,227232,13,0,0,30
4,15,4,12,3,4,0,39,0,21,209483,10,0,0,47
6,15,2,8,5,4,0,39,0,27,116613,10,0,0,50
4,11,4,7,3,4,1,39,1,23,162282,9,0,0,40
4,9,4,1,1,1,0,30,1,27,110622,13,0,0,40
0,10,2,0,0,0,1,39,2,62,68461,16,0,0,40
4,11,2,7,5,4,0,39,3,54,174806,9,0,0,40
4,11,2,5,0,4,1,39,1,55,210318,9,0,0,40
4,0,2,14,0,4,1,39,0,42,245317,6,0,0,50
4,11,2,14,0,4,1,39,2,36,185099,9,0,0,70
2,2,4,1,3,2,0,39,1,17,236831,8,0,0,15
4,11,4,3,3,4,1,39,0,24,201680,9,0,0,40
4,12,2,4,0,4,1,7,2,37,221850,14,0,0,50
4,1,2,14,0,4,1,39,0,36,181705,7,0,0,40
4,1,2,3,0,4,1,39,0,53,324568,7,0,0,45
4,11,4,8,4,2,0,39,0,38,380543,9,0,0,30
4,9,0,12,1,4,0,39,3,71,148003,13,0,1911,38
0,0,4,0,3,4,1,39,0,18,344742,6,0,0,40
4,11,0,13,1,4,0,39,2,45,119904,9,0,0,50
4,15,2,4,0,4,1,39,2,48,165484,10,0,0,65
4,1,2,14,0,4,1,39,3,29,211208,7,0,0,99
0,15,4,0,3,4,1,39,0,20,58740,10,0,0,15
4,11,0,7,1,4,1,39,0,49,318331,9,0,0,40
4,11,0,3,1,4,1,39,0,37,35330,9,0,1669,55
4,11,2,12,0,4,1,39,3,28,122913,9,0,0,40
6,11,0,12,3,4,0,39,1,37,183127,9,0,0,40
4,11,2,7,0,4,1,39,2,29,177413,9,0,0,40
4,0,0,12,4,4,0,39,1,35,412017,6,0,0,38
4,9,4,4,3,2,0,39,0,24,205844,13,0,0,65
4,2,4,8,3,4,0,39,0,19,162954,8,0,0,20
4,12,2,4,0,4,1,39,3,34,87218,14,0,1887,50
4,9,0,1,4,4,0,11,0,45,204057,13,0,0,40
6,9,4,12,3,1,1,20,0,39,315640,13,0,0,60
4,14,2,10,5,4,0,39,2,39,85319,15,7688,0,60
4,9,4,4,1,4,1,39,2,26,279833,13,0,2258,45
0,11,0,0,4,4,0,39,0,33,202366,9,0,0,32
4,11,4,8,3,4,1,39,1,19,37688,9,0,0,25
6,9,2,1,5,4,0,39,2,52,140985,13,99999,0,30
4,1,4,8,2,4,1,39,0,40,134026,7,0,0,40
4,11,2,6,0,2,1,39,0,43,334946,9,0,0,40
6,11,2,14,0,4,1,39,2,32,410615,9,0,1887,60
4,11,4,7,4,2,0,39,0,26,240842,9,0,0,40
4,11,4,7,3,4,0,39,0,19,143360,9,0,0,34
4,2,4,8,3,4,0,39,0,24,177287,8,0,0,38
4,9,2,4,0,4,1,39,2,46,98637,13,7298,0,50
4,12,2,10,5,4,0,39,1,59,193375,14,0,0,10
4,15,0,1,4,4,0,39,0,51,237729,10,0,0,40
2,15,3,1,3,4,0,13,0,23,496382,10,0,0,40
2,11,0,1,4,4,0,39,0,37,272471,9,0,0,40
4,0,2,6,0,4,1,39,1,22,203076,6,0,0,40
4,0,0,14,4,4,1,39,1,52,134190,6,0,0,40
4,9,2,12,0,4,1,39,2,36,33394,13,0,1887,35
4,11,0,3,3,4,1,39,0,36,207853,9,0,0,40
4,9,2,4,0,4,1,39,2,33,169496,13,0,0,50
7,11,0,1,4,4,0,33,0,37,270278,9,0,0,12
4,15,2,3,0,4,1,39,0,47,208872,10,0,0,40
4,11,0,14,2,4,1,39,1,27,159676,9,0,0,40
4,11,4,8,3,2,1,39,0,24,67804,9,0,0,40
4,9,4,4,1,4,0,4,1,40,117523,13,0,0,40
5,9,2,4,0,4,1,39,2,52,132178,13,0,0,50
4,11,6,8,4,4,0,39,0,36,108293,9,0,0,24
2,9,6,10,4,4,0,39,0,71,365996,13,0,0,6
0,11,2,0,0,4,1,39,0,38,181705,9,0,0,24
4,10,2,10,0,1,1,36,3,37,122889,16,7298,0,40
7,15,4,5,1,4,1,39,0,20,178517,10,0,0,40
2,9,0,10,4,4,0,39,1,45,185588,13,0,0,40
4,8,2,6,0,4,1,26,0,30,488720,11,0,0,40
4,15,2,13,0,4,1,39,1,39,141584,10,0,0,50
4,7,5,14,1,4,1,39,0,31,342730,12,0,0,45
4,9,2,4,0,4,1,39,0,29,194940,13,0,0,40
4,11,2,6,0,4,1,39,0,27,183511,9,0,0,40
4,11,4,14,1,2,1,39,1,26,331806,9,0,0,37
4,11,4,3,3,4,1,39,1,23,50411,9,0,0,40
4,8,2,13,0,4,1,39,2,41,121718,11,0,1848,48
0,0,2,0,5,2,0,39,0,48,112860,6,0,0,35
4,15,4,1,3,4,0,39,0,18,242615,10,0,0,15
0,10,2,0,0,4,1,39,2,70,54849,16,0,0,20
4,15,2,14,0,4,1,39,1,45,431245,10,0,0,40
4,5,6,8,4,2,0,39,0,70,405362,4,0,0,38
4,11,2,3,0,4,1,39,1,35,288158,9,0,0,40
4,15,2,3,0,4,1,39,0,46,106255,10,0,0,40
4,6,4,3,3,4,1,39,1,22,283029,5,0,0,54
4,11,2,8,0,4,1,39,1,67,212185,9,0,0,10
0,6,4,0,1,4,1,39,0,22,77873,5,0,0,30
4,15,2,4,0,4,1,39,3,43,131650,10,0,0,40
0,4,4,0,4,4,0,8,0,25,210095,3,0,0,25
4,15,6,4,1,4,0,39,1,63,281237,10,0,0,40
4,15,2,4,0,4,1,39,0,46,72896,10,0,0,50
4,11,4,8,1,4,0,39,1,18,240767,9,0,0,30
4,12,2,4,0,4,1,0,2,46,268022,14,0,0,55
4,9,4,12,3,4,1,39,1,26,111058,13,0,0,50
4,11,0,8,4,4,0,39,0,33,159303,9,0,0,40
0,8,0,0,1,4,1,39,0,59,184948,11,0,0,48
2,15,2,11,0,4,1,39,3,22,249727,10,0,0,40
4,9,2,4,0,4,1,39,3,49,447554,13,7688,0,40
4,9,2,4,0,4,1,39,2,31,111567,13,0,0,70
4,9,4,10,3,4,1,39,0,46,194698,13,0,0,60
4,11,2,3,0,4,1,39,0,37,193855,9,0,1902,50
5,11,2,8,0,4,1,33,1,35,186488,9,0,0,50
5,11,2,4,0,4,1,39,2,28,31717,9,0,0,45
2,11,2,11,0,4,1,39,1,29,90956,9,0,0,40
4,11,5,9,1,2,0,27,1,47,200734,9,0,0,50
5,14,2,10,0,4,1,39,2,50,158294,15,99999,0,80
4,15,4,12,1,4,1,39,0,26,259585,10,0,0,24
2,9,4,10,4,2,0,39,1,41,248748,13,0,0,40
4,11,2,7,0,4,1,39,2,29,383745,9,0,1887,30
4,9,4,1,3,1,0,39,0,28,69847,13,0,0,30
4,11,2,7,0,4,1,39,2,39,195253,9,0,0,40
4,1,0,8,1,4,0,39,0,36,173804,7,0,0,40
4,8,2,8,0,4,1,20,1,38,258339,11,0,0,70
4,7,2,4,0,4,1,39,0,65,113323,12,3818,0,40
6,15,2,5,0,4,1,39,1,44,86750,10,4508,0,72
4,8,2,1,5,4,0,39,1,36,263574,11,0,0,40
4,11,2,1,0,4,1,39,0,27,110931,9,0,0,40
4,12,4,10,2,1,0,37,0,55,119751,14,0,0,40
4,10,2,10,0,1,1,3,3,38,216319,16,0,0,40
4,9,0,8,4,3,0,39,0,29,24562,13,0,0,40
7,9,2,10,0,4,1,39,0,28,288731,13,0,0,20
4,11,4,7,3,4,1,39,0,19,351802,9,0,0,35
4,11,0,7,4,4,0,39,0,34,340458,9,0,0,40
4,9,2,10,0,4,1,39,2,55,463072,13,0,0,60
4,7,4,12,3,4,1,39,0,23,163090,12,0,0,20
4,15,2,12,0,4,1,39,1,43,52433,10,0,0,70
5,9,2,12,0,4,1,39,3,43,677398,13,0,0,45
4,15,2,4,0,4,1,39,0,31,144064,10,0,0,40
6,0,2,5,0,4,1,39,3,46,24367,6,0,0,99
4,8,2,3,0,4,1,39,0,45,387074,11,0,0,40
6,0,2,4,0,4,1,39,1,59,190997,6,0,0,36
4,15,2,4,0,0,1,39,3,41,144752,10,0,0,40
4,11,4,3,3,2,1,39,0,23,664670,9,0,0,40
0,11,2,0,5,4,0,16,0,28,308493,9,0,0,17
2,12,2,10,0,4,1,39,2,39,203482,14,7298,0,40
4,15,2,11,0,4,1,39,0,65,207281,10,0,0,16
4,11,4,1,3,4,0,39,0,18,36882,9,0,0,20
6,15,2,8,5,4,0,39,1,76,130585,10,0,0,12
4,11,4,1,3,4,0,39,1,17,41865,9,0,0,5
4,11,0,4,1,4,1,39,0,38,258761,9,0,0,50
4,11,2,7,0,4,1,39,3,48,148576,9,0,0,40
1,12,0,4,4,4,0,39,3,41,348059,14,0,0,40
6,15,4,12,1,4,1,39,0,45,77132,10,0,0,55
0,15,4,0,3,4,1,39,0,19,32477,10,0,0,25
6,15,2,5,0,4,1,39,1,48,49275,10,0,1485,50
4,3,4,1,4,4,0,6,1,43,216411,2,0,0,30
4,11,0,6,1,4,0,39,0,74,161387,9,0,0,16
2,11,2,11,0,4,1,39,2,52,186117,9,0,0,56
4,11,4,12,1,4,1,39,0,25,272428,9,4416,0,42
4,2,4,8,3,4,1,39,0,17,244602,8,0,0,15
4,6,2,6,0,4,1,39,1,45,203785,5,0,0,40
4,15,0,1,1,1,0,39,0,44,121781,10,0,0,37
4,11,2,3,0,4,1,39,3,50,221532,9,0,0,40
4,15,4,4,1,4,0,39,1,31,120461,10,0,0,50
4,11,0,5,1,4,1,39,0,37,83375,9,0,0,40
4,1,2,7,0,4,1,39,0,39,33487,7,0,0,40
4,11,0,8,4,0,0,39,0,32,163530,9,0,0,40
4,11,4,1,3,4,1,39,0,41,219591,9,0,0,40
4,15,4,12,2,4,0,39,0,19,257750,10,0,0,25
4,11,2,1,0,2,1,39,0,28,407043,9,0,0,40
5,15,2,4,0,1,1,3,0,40,137367,10,0,0,50
4,9,4,4,1,4,0,39,0,27,116531,13,0,0,40
4,9,2,12,0,2,1,39,3,32,169512,13,0,0,60
4,9,4,12,1,4,1,39,1,26,191803,13,0,0,40
4,15,4,12,1,4,0,39,1,26,362617,10,0,0,40
4,11,2,8,0,2,1,39,0,46,604380,9,0,0,40
5,11,2,4,0,4,1,39,0,35,153976,9,0,0,60
4,9,4,13,1,4,0,39,0,31,193132,13,0,0,42
4,7,2,12,0,4,1,39,0,54,82566,12,0,0,45
2,11,2,8,0,2,1,39,0,53,86600,9,0,0,40
4,15,2,3,0,4,1,39,0,37,147258,10,0,0,55
6,11,2,3,0,4,1,2,3,49,36601,9,0,0,40
4,9,4,10,1,4,0,39,0,22,46645,13,0,0,9
4,3,2,6,0,4,1,26,0,33,231826,2,0,0,40
4,11,2,12,0,4,1,39,1,28,110408,9,0,0,45
0,15,4,0,4,2,0,39,0,31,163890,10,0,0,40
0,15,2,0,0,4,1,39,0,70,293076,10,0,0,30
4,11,2,7,0,4,1,39,2,47,70943,9,5178,0,40
2,11,4,8,1,4,1,39,1,58,248739,9,0,0,40
4,9,2,12,0,4,1,39,2,26,22328,13,0,0,40
4,11,4,8,2,4,1,39,0,22,290504,9,0,0,40
7,12,6,11,4,4,1,39,0,46,102628,14,0,0,40
5,7,2,12,0,4,1,39,2,37,183800,12,0,1887,40
4,9,4,1,1,4,0,39,0,27,175034,13,0,0,40
4,1,4,6,3,4,1,39,0,90,313986,7,0,0,40
6,14,2,10,0,4,1,39,2,46,366089,15,15024,0,40
4,11,0,3,4,4,0,39,1,52,137984,9,0,0,40
4,11,0,11,1,4,1,39,0,33,105370,9,0,0,70
1,9,2,4,0,4,1,39,2,49,586657,13,7298,0,40
1,15,5,1,1,2,0,39,1,53,314871,10,0,0,40
4,8,4,8,4,4,0,39,1,33,112305,11,0,0,10
4,9,4,1,1,4,1,39,0,24,140001,13,0,0,40
4,5,5,8,1,4,0,39,1,58,201011,4,0,0,24
4,1,4,8,1,2,0,39,1,26,160264,7,0,0,40
7,9,4,10,1,4,1,39,0,37,46814,13,0,0,38
6,15,2,13,0,4,1,39,0,70,303588,10,0,0,20
2,15,2,11,0,4,1,39,2,35,211073,10,0,0,61
4,11,4,12,3,4,1,39,0,23,173535,9,0,0,40
6,15,2,3,0,4,1,39,0,50,124793,10,0,0,55
4,11,4,8,1,0,1,39,0,28,65389,9,0,0,30
1,14,2,2,0,4,1,39,3,52,165998,15,7298,0,50
6,15,2,3,0,4,1,39,0,72,203289,10,0,0,35
4,15,0,7,4,4,1,39,0,48,50402,10,0,0,40
4,15,0,4,3,4,0,39,1,33,152591,10,0,0,40
4,15,0,1,2,4,0,39,0,44,102085,10,0,0,40
4,15,2,12,0,4,1,39,1,60,137344,10,0,0,40
4,11,0,1,4,4,0,39,0,57,266189,9,0,0,42
4,8,0,11,1,2,1,39,0,46,174224,11,0,0,40
4,9,4,4,1,4,0,39,1,27,129009,13,0,0,55
4,15,2,3,0,4,1,39,3,44,235182,10,0,0,50
2,12,4,10,1,4,0,39,3,62,117292,14,8614,0,45
5,11,0,12,1,4,1,39,0,58,104333,9,0,0,50
6,8,2,5,0,4,1,39,2,70,268832,11,0,0,24
4,11,4,12,3,1,0,30,0,20,70240,9,0,0,24
4,8,0,13,1,4,0,39,1,48,183610,11,0,0,40
4,8,2,4,5,4,0,39,1,30,175323,11,0,0,52
4,15,2,3,0,4,1,39,0,38,183279,10,0,0,43
0,15,4,0,1,4,1,39,0,23,145964,10,0,0,40
4,5,4,3,1,2,1,39,1,54,283281,4,0,0,50
2,15,2,11,0,4,1,39,1,31,314375,10,0,0,30
4,11,5,8,1,4,0,39,0,34,186346,9,0,0,40
2,9,4,10,3,4,0,39,1,24,238384,13,0,0,37
4,15,0,1,4,4,0,4,0,38,277022,10,0,0,40
4,11,2,3,0,4,1,39,3,57,78020,9,0,0,40
4,1,2,5,0,4,1,39,0,40,198452,7,0,0,40
2,15,4,4,3,4,1,39,1,18,294605,10,0,0,12
4,11,2,14,0,4,1,39,2,36,361888,9,0,0,45
4,13,4,8,4,4,1,8,1,30,90308,1,0,0,28
4,5,2,7,0,4,1,39,0,43,316183,4,0,0,40
4,9,2,8,0,4,1,39,0,65,258561,13,0,0,20
4,9,2,12,0,4,1,39,2,43,125461,13,0,1902,55
4,11,4,10,4,4,0,39,1,35,193094,9,0,0,35
4,11,2,5,0,4,1,39,3,40,219869,9,99999,0,75
5,9,2,4,0,4,1,39,2,56,109856,13,15024,0,50
6,11,2,5,0,4,1,39,0,36,138940,9,0,0,70
4,11,4,1,1,4,0,39,1,32,236415,9,0,0,40
4,9,2,5,0,4,1,39,2,50,105010,13,0,0,45
4,11,2,3,0,4,1,39,0,53,47396,9,0,0,40
4,15,2,3,0,4,1,39,3,36,193815,10,0,0,50
1,11,0,1,4,0,0,39,1,36,20469,9,0,0,40
4,11,4,10,1,4,1,39,2,38,112497,9,0,0,40
4,9,2,4,0,4,1,39,1,28,285897,13,0,0,40
4,15,2,10,0,2,1,14,2,54,179291,10,0,0,56
5,15,2,4,0,4,1,39,2,57,257200,10,0,0,40
4,1,4,1,3,4,0,39,1,17,272372,7,0,0,7
4,8,2,4,0,4,1,39,3,45,102318,11,0,0,45
4,9,4,10,3,4,1,39,0,23,190273,13,0,0,40
4,11,4,5,4,4,0,39,0,47,160647,9,0,0,46
5,9,2,5,0,4,1,39,2,62,56248,13,0,2415,60
6,9,2,4,0,4,1,39,0,47,109421,13,0,0,50
4,11,6,1,3,4,0,39,0,22,120518,9,0,0,40
4,11,4,1,1,4,0,39,0,36,116608,9,4865,0,40
7,15,2,8,0,4,1,39,0,20,161978,10,0,0,20
4,11,0,8,4,4,0,39,0,55,52953,9,0,0,40
2,7,2,4,0,4,1,10,2,37,191364,12,0,0,40
4,15,4,8,3,4,0,39,0,30,270886,10,0,0,40
4,11,0,7,4,4,1,39,1,37,121228,9,0,1726,50
0,6,0,0,3,0,1,39,0,35,98989,5,0,0,38
4,15,4,7,3,2,0,39,0,32,227669,10,0,0,40
4,15,4,8,3,4,0,0,0,18,118376,10,0,0,16
4,7,2,3,0,4,1,39,2,42,235786,12,0,0,50
4,9,2,10,0,1,1,0,2,34,303187,13,0,0,40
4,15,2,1,5,4,0,39,0,36,461337,10,0,0,40
6,15,0,4,4,4,0,39,0,37,76855,10,0,0,40
4,9,2,4,0,4,1,39,2,62,153891,13,0,0,50
6,15,2,3,0,4,1,39,1,37,504871,10,0,0,40
2,9,2,1,5,4,0,11,2,36,380614,13,0,0,35
4,9,4,10,1,4,1,39,0,29,49087,13,0,0,50
4,15,0,13,1,4,1,39,0,29,166210,10,0,0,55
4,12,4,10,1,1,0,3,1,37,88215,14,0,0,40
4,11,4,1,3,2,0,39,0,33,133278,9,0,0,40
2,11,0,1,1,0,0,39,1,27,67187,9,0,0,33
4,9,2,4,0,4,1,39,2,32,195000,13,7298,0,45
4,15,0,7,1,4,0,39,0,42,143342,10,0,0,40
6,11,2,3,0,4,1,39,2,60,52900,9,0,0,42
4,9,2,4,2,1,0,3,2,32,353994,13,0,0,40
4,11,6,12,1,4,0,39,1,60,491214,9,0,0,30
5,11,2,5,0,4,1,39,0,43,104892,9,0,0,45
6,9,2,12,0,4,1,39,3,55,73684,13,15024,0,65
4,11,0,8,2,2,0,39,0,52,158993,9,0,0,38
0,0,4,0,3,2,0,39,0,17,172145,6,0,0,40
4,9,2,4,0,4,1,39,2,30,111415,13,0,0,45
4,9,0,8,1,4,1,39,0,41,113823,13,0,0,40
2,9,2,10,0,4,1,39,3,41,223410,13,7688,0,40
4,11,0,7,4,4,1,0,0,38,108907,9,0,0,40
1,14,2,10,0,4,1,39,2,61,151369,15,0,0,50
4,15,4,1,1,4,0,39,0,18,447882,10,0,0,20
4,11,2,3,0,4,1,39,0,38,184655,9,0,1740,48
4,15,2,4,0,4,1,39,1,35,195253,10,0,0,60
4,15,4,1,1,4,0,39,0,28,160981,10,0,0,52
4,9,2,12,5,4,0,39,0,57,158077,13,0,0,40
4,8,4,4,3,4,1,39,0,23,109307,11,0,0,40
7,8,2,8,0,4,1,39,3,42,184105,11,0,0,45
4,0,4,3,4,4,1,39,0,22,141698,6,0,0,40
4,7,4,4,3,2,0,39,0,26,121040,12,0,0,40
7,11,2,11,0,4,1,39,0,30,112139,9,0,0,40
4,11,4,8,3,4,0,39,0,32,131379,9,0,0,40
4,15,4,1,1,4,0,39,1,34,190151,10,0,0,42
4,7,4,1,3,4,0,39,0,40,202872,12,0,0,45
5,15,2,4,0,4,1,39,2,48,213140,10,0,0,40
4,15,6,4,1,4,0,39,1,60,140516,10,0,0,40
4,11,0,8,1,4,0,39,1,48,158685,9,0,0,16
4,12,2,10,0,4,1,39,1,39,370032,14,0,0,45
4,9,4,10,1,4,0,39,0,26,96467,13,0,0,40
4,2,4,14,2,4,1,39,0,22,409230,8,0,0,40
4,11,6,12,2,4,0,39,0,73,267408,9,0,0,15
4,11,4,12,1,4,1,39,1,34,205072,9,0,0,50
4,5,4,7,3,4,1,39,0,18,83492,4,0,0,40
4,15,4,12,1,4,0,39,1,23,72922,10,0,0,30
4,9,4,8,2,4,1,39,0,26,341353,13,0,0,15
5,15,2,7,0,4,1,11,0,50,152810,10,0,0,70
4,8,2,1,0,4,1,39,0,29,56630,11,0,0,40
4,0,2,3,0,4,1,39,2,59,157932,6,0,0,40
4,11,2,4,0,4,1,39,1,47,284907,9,0,0,40
4,9,4,13,3,4,0,39,0,26,134888,13,0,0,35
2,15,2,11,0,4,1,39,2,42,194417,10,0,0,40
4,10,0,13,4,4,1,39,3,49,132476,16,7430,0,40
4,8,4,3,3,4,1,39,0,24,177526,11,0,0,40
7,7,4,10,1,4,1,39,0,20,158206,12,0,0,30
4,9,2,10,0,4,1,39,1,39,320305,13,0,0,60
4,11,4,6,2,2,0,39,0,31,595000,9,0,0,35
4,11,2,3,0,4,1,39,3,46,118714,9,7298,0,40
6,14,5,10,4,4,1,39,2,34,320194,15,0,0,48
1,9,2,4,0,4,1,39,3,53,36186,13,7298,0,40
4,11,2,5,0,2,1,39,0,29,663394,9,0,0,40
2,12,0,4,1,4,0,39,0,37,89491,14,0,0,40
6,15,5,3,1,4,1,39,0,26,109609,10,0,0,30
4,11,2,14,0,4,1,39,0,59,108765,9,0,0,50
4,9,2,10,0,4,1,39,3,65,228182,13,0,0,40
2,7,4,1,1,4,0,39,0,28,304960,12,0,1980,40
2,8,4,10,1,4,0,39,0,36,357720,11,0,0,40
4,11,2,3,0,4,1,39,2,34,199539,9,0,0,48
4,15,4,14,3,4,1,39,0,35,115215,10,0,0,45
4,9,2,10,0,4,1,39,3,37,175232,13,0,0,40
4,9,4,3,1,4,1,39,1,29,309778,13,0,0,40
4,14,2,10,0,1,1,19,1,39,139057,15,0,0,38
6,15,0,5,4,4,1,39,0,44,325159,10,0,0,40
4,15,2,12,0,4,1,39,0,61,54373,10,0,0,40
