age,fnlwgt,capital-gain,capital-loss,hours-per-week,workclass,marital-status,occupation,relationship,race,sex,native-country,income,education-num,education
75,143532,0,0,41,2,5,8,3,4,0,3,2,14,12
58,321266,202,27,41,4,2,13,4,2,0,39,0,13,9
72,259624,0,0,39,7,4,3,0,4,1,39,0,9,11
36,147396,168,0,41,4,2,4,0,4,1,39,2,9,11
38,183374,0,31,41,4,2,6,0,4,0,39,0,9,11
36,246585,0,0,53,4,4,1,0,4,0,6,0,10,15
69,164749,819,0,56,4,2,3,3,0,0,39,1,4,5
18,262725,168,0,40,4,0,12,0,4,1,39,2,9,11
52,244745,623,0,40,4,2,1,0,4,1,39,1,10,15
57,507527,459,0,41,4,2,10,0,4,1,39,0,14,12
51,268041,29,0,45,7,2,4,4,1,1,39,1,9,11
57,372564,540,0,43,4,2,8,0,4,1,39,1,10,15
47,436138,5921,0,16,4,2,6,0,4,0,39,0,10,15
79,323411,0,24,41,4,6,1,0,4,0,39,1,9,11
30,91073,0,0,64,4,4,3,0,4,0,39,0,9,11
83,275050,115,2,42,4,2,5,4,4,1,39,0,10,15
32,210071,383,0,45,7,6,11,5,2,1,39,2,10,15
53,93229,0,0,8,4,2,0,0,4,1,39,2,9,11
46,120586,0,0,37,4,4,12,0,4,0,39,0,10,15
41,207278,616,0,45,4,4,4,0,4,1,39,2,16,10
25,212730,248,0,40,6,0,11,1,4,1,39,1,9,11
61,359936,670,0,42,4,4,3,5,4,0,39,0,9,11
64,289031,0,0,34,6,2,7,0,4,0,39,1,6,0
43,677398,4564,0,39,1,4,1,0,4,0,39,1,14,12
71,312690,82,0,40,6,2,12,2,4,0,39,1,13,9
33,314469,0,0,40,4,0,1,4,4,1,36,2,11,8
65,180705,573,0,39,4,2,8,1,3,0,39,1,10,15
33,258998,0,6,81,6,2,14,0,4,0,39,0,9,11
55,266396,593,25,99,4,2,10,2,4,1,39,1,10,15
60,254265,453,0,41,1,2,10,1,1,0,39,1,9,11
36,230047,770,8,41,4,2,0,4,1,0,39,0,9,11
49,578027,776,0,40,4,2,6,5,4,0,39,0,13,9
53,495735,594,1071,41,4,2,10,4,1,0,39,0,8,2
71,136398,0,0,43,4,0,3,1,4,0,39,3,13,9
39,336496,339,0,36,2,0,12,3,1,0,7,3,7,1
57,406879,0,0,3,4,0,8,4,4,1,39,0,13,9
58,384341,322,0,14,4,2,12,3,4,1,39,0,10,15
80,251146,404,0,40,4,4,1,0,4,1,39,0,15,14
75,575466,0,0,52,7,4,4,2,4,0,16,3,14,12
46,325776,0,9,47,4,4,7,3,4,0,39,0,10,15
35,324994,283,0,40,4,0,8,4,4,1,39,1,9,11
82,460454,960,0,74,4,2,10,0,4,0,39,0,10,15
59,568160,118,0,54,4,2,0,0,4,0,39,1,10,15
46,247797,8235,0,50,4,2,1,4,4,1,11,1,13,9
64,350644,0,0,29,4,2,6,3,4,0,39,1,15,14
51,366042,217,10,41,4,2,11,1,4,0,39,0,5,6
51,577531,0,0,49,2,2,8,2,4,0,39,1,10,15
55,586310,28045,0,38,4,6,10,5,4,0,39,1,9,11
54,184074,679,0,39,6,0,14,3,4,1,39,0,11,8
52,234059,141,0,58,2,2,10,3,4,0,39,0,13,9
46,484671,79,0,45,4,4,4,0,4,0,39,0,11,8
55,142855,0,6,44,2,0,7,1,4,1,39,3,10,15
73,221828,0,0,38,4,2,3,0,4,0,39,3,10,15
47,419652,0,0,3,4,2,10,0,4,0,39,0,13,9
57,175467,0,0,39,4,5,7,0,4,1,39,0,10,15
52,377017,354,0,40,4,2,4,1,0,0,39,1,10,15
56,240535,226,0,41,4,2,8,0,4,1,39,2,15,14
49,264675,154,0,42,4,2,10,4,4,0,39,1,10,15
54,265160,26181,0,39,4,2,1,0,3,0,39,1,14,12
32,500361,0,0,39,7,5,7,4,4,1,39,0,10,15
78,202317,0,8,12,5,5,12,3,4,0,39,1,13,9
35,628345,0,0,40,4,2,10,0,4,0,39,2,9,11
45,489521,0,26,38,4,2,0,1,4,0,26,1,11,8
28,261569,202,0,48,6,2,1,1,4,1,39,2,9,11
48,214253,714,7,57,4,2,10,2,2,1,39,0,9,11
66,252823,154,0,57,4,2,7,4,4,1,39,1,13,9
20,453749,287,0,33,4,2,1,4,4,1,39,0,9,11
56,435902,598,0,60,6,4,8,3,4,0,39,0,8,2
35,279176,522,0,41,4,2,10,0,4,0,39,1,9,11
54,217044,928,0,27,4,2,4,4,0,1,39,0,13,9
82,256087,0,0,65,4,4,3,1,2,0,39,3,6,0
65,227585,458,0,23,5,2,10,0,4,0,39,3,9,11
78,233190,0,0,42,4,2,0,3,4,1,36,2,10,15
56,244384,987,0,45,4,2,10,5,4,0,39,0,9,11
39,222774,98,0,52,0,4,8,3,4,0,39,0,11,8
65,677398,0,0,40,2,2,10,1,4,0,39,1,10,15
38,277433,897,11,41,4,2,4,4,4,1,39,0,10,15
39,268407,1003,0,39,6,4,12,0,4,1,39,0,7,1
55,154870,345,0,76,4,0,7,2,4,1,39,1,13,9
76,258992,1111,0,40,6,2,14,0,4,0,39,2,10,15
84,207778,118,6,53,4,0,10,4,4,0,5,1,8,2
36,164432,97,1277,48,4,0,11,3,4,1,30,0,9,11
48,135901,0,0,35,4,2,5,0,4,1,39,3,14,12
70,440636,0,0,40,2,2,1,3,1,1,39,0,9,11
81,169905,0,13,54,2,2,1,1,4,1,39,1,10,15
66,149086,195,0,4,4,2,1,1,4,1,14,0,10,15
33,199963,702,0,41,4,3,10,5,1,0,39,0,10,15
57,165601,49,0,42,4,2,0,1,4,0,39,3,13,9
52,363442,639,0,38,4,5,3,4,4,0,39,0,13,9
71,260293,0,0,22,4,2,12,3,4,0,39,2,10,15
81,407531,0,0,40,7,2,10,0,4,1,39,0,13,9
58,157344,0,0,40,7,4,12,3,4,1,39,0,11,8
53,160745,0,0,41,0,2,1,1,4,0,39,0,8,2
62,192404,0,0,39,2,3,6,0,4,0,39,0,10,15
52,488228,307,0,13,4,2,6,0,4,1,39,1,6,0
50,388223,88645,0,53,4,2,4,0,1,1,0,3,16,10
64,486209,393,0,38,4,4,1,0,4,1,39,0,13,9
50,419634,0,966,45,4,2,3,0,1,0,39,0,13,9
74,144714,202,0,39,6,4,8,0,2,0,39,3,10,15
32,287663,374,0,48,4,2,4,0,4,1,39,0,14,12
47,641226,0,0,41,2,0,1,4,4,1,39,2,13,9
53,79648,0,15,41,2,2,8,0,4,0,39,2,5,6
51,367040,0,1534,36,4,0,8,4,4,0,36,0,4,5
36,235925,0,0,46,4,2,11,4,4,1,39,2,13,9
80,233883,0,0,41,4,2,2,3,2,1,39,0,9,11
28,183963,158,0,47,4,2,0,3,4,1,39,0,14,12
54,327686,290,0,52,0,4,8,3,4,1,39,1,9,11
50,275565,0,11,58,4,2,3,5,4,0,39,2,10,15
84,266329,145,0,40,4,4,4,0,4,0,23,0,13,9
46,110339,0,0,9,7,2,12,0,4,1,39,3,5,6
26,239270,61,0,53,4,2,1,2,4,1,39,1,16,10
81,462337,0,0,40,4,2,1,4,2,0,40,1,13,9
57,533331,104,1335,40,6,2,1,1,4,0,39,0,7,1
46,609336,873,0,40,1,2,4,3,4,1,37,1,7,1
55,265985,0,0,29,4,0,1,2,1,1,33,3,7,1
46,244648,99999,0,39,1,2,7,2,4,1,39,0,13,9
83,677398,0,2,89,2,2,10,0,4,0,6,2,14,12
50,233478,178,0,37,4,4,7,2,4,1,39,1,9,11
80,213966,0,0,99,1,2,0,0,4,0,39,1,10,15
48,577534,0,19,40,4,0,10,4,1,0,39,1,10,15
35,525156,519,27,39,2,2,10,3,4,0,20,0,8,2
43,252322,0,7,44,2,4,3,1,4,1,39,0,10,15
57,383695,0,0,41,4,2,2,2,4,0,39,3,13,9
74,182646,60,0,40,4,2,3,0,4,0,38,2,5,6
40,239085,554,0,42,4,2,8,5,2,0,31,0,10,15
53,231447,0,0,40,4,3,1,0,4,0,2,0,9,11
39,199829,0,0,41,5,2,1,1,4,0,39,1,2,3
58,216726,758,0,42,6,4,8,0,4,0,39,2,10,15
35,233204,505,0,49,0,4,10,3,4,1,39,0,11,8
64,378176,447,0,28,6,2,7,0,4,1,39,0,13,9
44,193928,6661,0,53,4,4,1,0,4,1,39,0,13,9
62,110239,0,0,41,5,0,5,4,4,0,39,1,13,9
45,327389,0,0,25,4,2,10,1,4,0,39,3,13,9
56,383633,0,8,40,2,0,4,1,4,0,0,3,9,11
36,344264,495,0,16,2,2,7,1,4,0,39,0,12,7
82,270663,1002,0,40,4,0,8,2,4,0,39,0,10,15
26,207678,716,0,43,4,4,0,2,4,1,39,1,10,15
46,284109,307,0,9,2,2,4,3,4,0,39,0,9,11
69,245498,0,0,47,4,2,1,3,4,1,39,1,6,0
53,96433,427,0,41,0,2,0,0,4,1,2,0,13,9
30,160458,162,0,41,6,2,9,0,4,1,39,3,7,1
42,32044,0,0,41,2,0,4,5,1,0,39,3,10,15
47,677398,0,0,42,6,0,12,3,4,1,39,0,13,9
58,234018,292,0,51,4,2,14,1,4,1,39,0,5,6
33,230262,0,0,40,4,4,14,0,4,0,39,0,12,7
47,239133,0,0,6,4,4,6,1,4,0,39,0,6,0
56,208074,0,0,33,4,2,10,0,4,0,39,0,10,15
43,513000,119,3,40,4,2,10,4,4,1,26,2,9,11
59,408088,0,0,40,4,2,13,4,4,1,39,1,10,15
81,197180,570,0,40,4,4,8,0,4,1,31,0,11,8
32,126134,0,0,41,0,2,13,3,2,1,39,0,9,11
57,242211,0,0,46,4,6,0,0,4,1,39,1,3,4
51,413979,57,5,10,4,2,3,1,4,0,39,1,13,9
37,235947,0,0,44,4,2,5,0,4,0,18,2,10,15
62,196439,286,0,42,4,2,12,3,2,0,39,1,14,12
37,215556,474,24,67,4,2,8,1,4,1,39,1,9,11
74,258185,844,0,39,4,4,5,0,4,0,39,0,10,15
41,312466,0,0,54,6,0,6,3,4,1,39,1,13,9
73,435649,0,0,41,4,2,11,2,4,1,39,3,13,9
50,446770,0,11,41,2,2,0,0,4,1,39,0,14,12
84,167380,0,0,43,4,2,7,4,4,0,1,1,12,7
57,220129,433,0,29,6,4,12,0,2,1,39,1,9,11
68,418289,0,0,40,1,5,14,1,3,1,6,2,9,11
55,333953,761,1,73,4,2,4,0,1,1,39,0,7,1
41,372914,0,0,41,4,0,8,2,4,0,39,1,10,15
81,384031,19,0,40,6,2,4,0,4,1,39,1,7,1
57,264245,0,0,43,4,4,3,1,4,0,39,2,10,15
38,408191,498,0,40,4,2,11,1,2,0,39,2,4,5
35,256968,674,0,39,4,0,10,4,4,0,39,3,13,9
79,160374,0,0,42,6,2,1,0,4,1,39,2,9,11
73,168804,0,0,39,4,2,10,0,4,0,39,1,6,0
46,381252,0,15,40,4,2,0,3,4,0,40,0,9,11
40,466643,755,0,41,0,2,1,0,4,0,39,0,10,15
50,257346,721,0,41,6,4,1,3,4,1,26,2,10,15
67,462910,511,0,39,7,3,4,4,1,0,39,1,8,2
43,670818,651,0,46,1,2,3,0,2,1,39,2,9,11
33,258631,144,11,39,6,6,14,4,4,0,39,0,9,11
74,379435,0,10,70,1,0,7,0,4,0,39,1,10,15
25,280277,315,0,53,5,4,12,3,4,1,39,0,13,9
58,229781,0,0,29,4,6,4,3,4,1,39,1,7,1
90,410977,0,0,42,5,4,8,0,2,0,20,0,13,9
54,106376,0,762,41,4,2,10,0,4,1,39,0,13,9
64,208618,328,0,39,4,0,4,0,4,1,1,2,14,12
88,260901,0,0,40,4,0,8,1,4,0,39,2,9,11
58,527869,8487,14,48,4,2,1,1,4,1,39,1,9,11
43,261311,258,0,38,6,2,3,1,4,0,39,3,10,15
45,351566,0,0,38,6,5,1,2,4,0,39,3,13,9
42,545403,0,0,42,4,2,10,0,4,0,39,1,13,9
58,222158,463,0,81,4,2,0,5,4,0,39,3,13,9
28,283365,1215,0,42,6,2,4,0,1,0,39,0,9,11
22,343835,533,0,40,4,4,8,5,1,0,27,0,10,15
56,262703,0,0,57,4,2,6,0,4,0,39,0,10,15
62,213384,119,0,56,6,2,4,3,1,0,39,0,12,7
66,245733,10186,0,57,4,0,8,0,4,1,39,1,15,14
50,148445,959,0,39,2,2,8,3,4,0,34,1,14,12
66,216835,0,0,40,4,0,1,3,4,1,39,2,11,8
53,450208,167,0,41,4,2,12,2,4,0,39,0,13,9
38,202299,0,0,60,6,4,13,3,4,0,39,1,6,0
36,305134,64,0,40,6,0,8,5,4,0,39,2,6,0
38,167869,0,0,44,2,0,3,1,4,0,39,1,10,15
36,226903,320,0,59,6,2,3,5,4,0,39,1,9,11
35,200556,670,0,40,4,0,7,0,3,1,39,1,9,11
49,158103,562,0,41,2,4,4,3,4,0,11,0,10,15
45,147057,0,5,42,6,2,6,4,4,0,39,2,10,15
31,478216,762,0,3,4,4,4,5,4,1,39,3,10,15
51,228936,254,0,26,0,5,1,3,4,1,26,1,2,3
68,381157,0,1,57,6,2,0,4,4,0,8,1,14,12
56,212335,308,0,41,4,0,3,4,4,0,39,0,10,15
71,254549,918,0,42,4,2,3,0,2,0,39,0,7,1
78,457041,0,0,40,0,4,1,4,4,1,33,0,6,0
63,677398,5096,0,41,7,4,1,4,4,1,39,1,9,11
67,423074,0,890,46,2,0,5,3,1,1,39,2,9,11
61,150105,0,1,67,0,2,10,0,2,0,39,1,16,10
50,346999,668,0,41,6,6,7,1,1,1,29,2,2,3
48,202626,0,0,52,2,2,1,0,4,0,39,1,14,12
73,286308,14964,0,40,4,4,4,1,4,0,39,0,9,11
65,213848,0,0,69,4,2,3,3,4,0,39,0,10,15
80,194856,448,0,9,4,2,14,3,4,1,39,0,9,11
56,210952,134,0,40,4,6,10,0,4,0,39,1,11,8
46,304477,306,2,23,4,2,5,0,4,0,39,0,6,0
38,235839,0,0,40,6,0,10,1,4,0,39,1,10,15
37,138933,0,0,47,0,2,1,0,4,1,4,1,10,15
51,278909,75,0,41,4,2,12,1,4,0,39,0,13,9
42,286796,0,0,49,0,2,8,1,4,1,39,0,7,1
46,235069,0,15,67,2,2,6,3,4,0,39,0,11,8
64,149275,0,0,41,1,0,4,0,4,0,39,2,9,11
83,402850,0,0,39,4,4,12,0,2,1,39,3,13,9
42,460553,0,0,41,5,4,8,5,4,1,39,0,6,0
47,528284,331,0,40,5,0,12,4,4,0,40,2,10,15
44,177421,600,0,44,4,4,1,0,4,0,39,0,11,8
34,241708,411,0,95,1,2,10,0,0,0,39,2,13,9
46,427530,165,0,40,6,2,1,0,4,0,39,0,5,6
51,111285,0,0,42,0,4,8,0,4,0,39,0,10,15
67,442183,879,0,40,4,2,1,1,4,1,39,2,11,8
49,185691,117,0,40,4,2,7,3,4,0,39,1,13,9
56,407145,1044,0,39,6,2,0,0,4,1,39,3,10,15
53,366433,638,0,96,0,2,7,3,1,0,8,0,13,9
79,201693,551,0,47,2,5,10,0,4,0,39,0,13,9
60,402999,691,0,50,4,0,6,4,4,0,37,1,12,7
62,231665,877,0,38,4,2,8,0,4,0,39,0,9,11
50,219480,0,0,50,4,2,3,5,4,1,39,0,10,15
66,434566,0,30,42,4,2,11,1,4,1,39,1,10,15
58,306135,124,0,47,0,2,8,1,4,0,37,3,15,14
75,195038,201,19,23,2,2,1,3,4,1,39,0,13,9
61,224197,0,0,45,4,4,1,0,4,0,39,2,11,8
72,214599,377,0,39,4,2,4,3,4,0,39,2,10,15
83,194662,0,0,46,4,6,13,1,2,0,39,3,10,15
53,146441,19532,0,76,4,2,4,0,2,1,31,3,8,2
64,149274,0,0,40,4,2,0,0,4,0,39,0,10,15
51,506955,804,0,3,7,2,4,0,4,1,39,3,9,11
55,394200,362,0,59,1,2,1,3,2,0,39,2,5,6
45,252488,735,0,38,4,2,1,3,4,0,39,1,12,7
51,540892,0,0,32,4,4,12,5,1,1,7,1,6,0
69,532689,0,17,39,1,2,1,2,1,0,39,1,12,7
55,470178,574,0,40,2,0,4,3,4,1,3,2,13,9
43,271109,918,0,39,4,2,8,1,1,0,14,3,10,15
80,198614,124,0,40,1,2,0,4,1,0,39,1,10,15
65,228657,738,4,41,4,2,1,0,2,1,39,0,16,10
76,160484,13,0,40,2,4,8,3,4,1,39,1,10,15
74,441311,977,0,40,4,4,5,0,4,1,39,1,7,1
48,141510,211,0,51,0,2,1,0,2,1,39,1,3,4
67,271606,612,0,25,2,2,11,4,2,0,5,0,14,12
69,634411,257,0,32,4,2,8,2,4,0,39,1,9,11
32,229191,584,0,41,6,3,0,2,4,1,39,0,13,9
58,517128,823,0,54,4,4,5,5,4,0,39,0,10,15
50,388892,909,0,42,2,2,3,1,4,1,39,1,11,8
38,280103,0,22,47,4,4,14,4,4,1,39,1,10,15
38,257761,749,0,3,4,2,10,0,4,1,8,0,5,6
53,275172,0,0,41,4,2,1,3,4,1,8,0,10,15
35,471973,559,2,41,6,2,7,3,1,1,39,1,9,11
68,228374,0,0,40,4,4,10,3,4,1,39,0,8,2
57,265770,93,1583,24,4,4,6,5,2,0,36,0,16,10
42,379759,0,0,44,4,0,3,4,4,0,39,0,10,15
50,258080,853,0,33,4,4,7,5,4,0,39,3,10,15
63,274498,761,34,41,4,2,1,3,4,0,39,3,9,11
41,150708,0,0,39,6,2,1,0,4,1,39,0,9,11
74,241161,0,10,32,4,4,7,1,4,1,39,1,9,11
45,187072,361,0,40,6,0,0,1,4,1,39,1,6,0
60,260941,436,0,33,2,4,8,3,4,1,39,1,13,9
55,488734,0,0,27,4,0,12,0,4,0,39,2,5,6
73,148571,19393,0,40,4,2,10,0,4,0,39,0,6,0
76,228623,0,0,40,6,5,5,4,4,0,39,2,12,7
27,172228,0,0,3,4,0,8,0,4,0,39,1,10,15
55,279144,0,0,42,4,2,3,4,4,1,39,1,9,11
51,296486,1000,0,39,4,0,5,1,4,0,40,1,10,15
50,200273,540,0,37,4,2,13,4,4,1,37,0,16,10
52,478203,425,0,42,4,2,3,3,4,0,39,2,10,15
61,397144,854,0,31,1,2,4,0,4,1,6,1,15,14
81,226873,0,0,99,7,2,8,3,4,0,39,2,10,15
81,236989,344,2,42,6,2,7,0,4,0,19,0,6,0
50,677398,97,0,66,4,4,8,3,4,0,39,0,9,11
54,325754,0,0,41,4,2,1,1,4,0,39,1,13,9
43,323522,413,0,39,2,4,4,5,4,1,39,1,13,9
63,657338,272,0,40,7,2,8,0,4,0,39,1,9,11
54,194632,206,0,40,4,2,1,5,4,0,39,2,10,15
69,280758,788,0,6,4,5,3,0,4,0,39,1,13,9
25,243835,0,0,15,4,0,8,0,4,1,40,1,9,11
48,210225,108,0,40,4,4,3,4,4,0,39,0,7,1
90,153040,0,3,38,4,2,8,3,4,1,39,1,10,15
88,418547,0,5,40,4,2,10,4,4,0,31,1,16,10
73,203491,521,0,44,4,4,0,0,4,0,39,0,9,11
70,321395,0,0,40,1,0,4,0,4,1,39,1,9,11
21,310199,0,0,3,4,0,8,5,4,0,39,1,9,11
45,224928,24,0,17,4,2,12,0,4,1,39,2,10,15
26,200464,858,0,48,4,2,4,1,4,1,39,0,13,9
62,445152,410,0,32,4,0,3,0,4,1,39,0,10,15
28,270084,0,0,41,5,6,1,1,4,1,39,2,13,9
64,280928,0,0,7,1,2,10,3,2,0,39,1,9,11
36,420503,14,0,9,4,4,3,4,2,0,4,0,13,9
70,185526,0,0,58,4,5,4,4,4,1,39,1,13,9
75,255920,0,0,97,4,4,1,0,4,1,39,2,9,11
62,252503,304,14,48,4,0,12,3,4,1,39,1,13,9
36,243967,0,19,9,4,4,5,4,4,1,39,0,10,15
81,677398,518,0,41,7,2,12,4,4,0,39,2,10,15
57,379737,0,0,42,4,6,10,4,0,0,39,1,9,11
50,356726,4545,1336,41,2,0,0,0,2,1,39,0,9,11
79,286384,5,0,45,4,6,12,0,4,0,39,3,12,7
27,144299,0,0,46,0,4,13,3,4,0,39,0,12,7
39,93427,0,0,43,1,2,0,4,4,1,39,2,9,11
55,327125,0,0,32,4,2,3,2,4,1,0,1,10,15
41,300485,451,0,48,4,2,2,4,1,1,39,1,10,15
80,617766,746,0,66,6,0,0,2,4,1,39,0,10,15
90,273994,228,11,41,4,0,7,0,4,1,39,2,10,15
50,448621,0,0,29,4,4,4,4,4,0,39,1,9,11
27,268058,1068,0,45,4,4,10,1,4,1,39,1,11,8
67,71906,587,0,42,6,2,10,3,4,0,39,0,10,15
32,261775,262,0,47,4,2,7,0,4,1,39,1,10,15
24,460829,556,0,57,4,2,4,1,4,1,39,0,5,6
53,277612,102,0,39,2,5,7,1,4,1,39,1,16,10
72,199355,1346,0,41,2,0,6,0,4,0,39,1,10,15
76,260193,382,19,39,4,2,8,0,4,0,39,0,9,11
76,279729,0,0,20,4,2,3,0,4,1,39,0,10,15
65,342054,0,8,46,4,2,1,5,4,0,39,3,6,0
69,204008,0,0,40,5,5,0,3,4,0,39,1,6,0
51,268358,354,0,19,0,4,10,1,4,0,39,0,13,9
90,256076,324,6,27,0,2,6,0,1,1,39,3,10,15
74,462917,0,0,33,4,4,4,0,1,0,19,3,3,4
62,147936,546,0,40,0,0,6,0,1,1,37,3,3,4
68,143444,0,0,80,4,2,1,0,4,0,39,0,13,9
55,292707,0,0,38,1,4,8,0,4,0,39,1,11,8
67,438253,0,4,52,4,2,1,3,4,0,39,3,10,15
44,173001,255,0,99,5,6,11,2,2,1,39,2,13,9
43,379959,436,6,40,5,2,3,1,4,0,39,3,9,11
26,187825,0,0,31,4,4,3,1,4,0,39,0,11,8
41,246191,1137,0,41,4,2,13,0,4,0,39,0,13,9
89,466776,419,0,39,4,4,1,4,4,0,39,2,9,11
49,216175,976,0,47,4,4,1,0,4,1,39,2,9,11
68,472845,660,0,47,0,2,3,1,4,1,31,0,15,14
40,640654,235,6,42,4,2,1,4,4,1,30,1,7,1
24,454508,0,0,53,6,4,12,0,4,0,39,1,10,15
72,241779,793,0,33,4,2,1,3,4,0,39,1,9,11
49,172080,0,6,25,4,4,8,3,4,0,39,1,9,11
53,144437,0,0,42,4,4,0,0,4,1,39,2,14,12
88,334501,53,6,40,0,2,8,0,4,1,39,3,12,7
66,233968,152,0,38,4,2,0,0,2,0,39,0,13,9
27,73606,193,0,40,6,2,10,3,0,1,39,0,11,8
69,426529,875,11,46,6,2,10,5,4,0,39,0,10,15
69,201246,0,0,41,0,2,1,0,2,1,39,1,13,9
61,480101,0,0,59,4,2,4,0,4,1,39,1,14,12
26,315672,0,0,42,4,2,1,1,0,1,39,0,2,3
35,379848,1142,0,41,4,0,8,0,4,0,39,1,10,15
58,187003,125,0,39,4,0,1,0,4,1,39,2,3,4
59,223995,0,988,37,6,2,12,4,4,0,39,1,10,15
81,276600,0,4,41,6,0,0,4,4,1,39,1,10,15
66,241072,420,14,17,4,2,3,1,0,1,39,1,2,3
36,321899,0,0,41,4,2,3,3,4,0,39,1,10,15
56,260199,0,0,38,7,2,14,4,4,1,27,1,10,15
53,608237,0,0,41,0,4,10,4,4,1,39,1,9,11
67,454618,0,0,35,2,4,3,2,4,0,39,0,12,7
51,222032,16,0,18,4,4,3,0,4,1,39,0,12,7
30,567642,130,0,40,4,4,3,1,4,1,0,0,11,8
84,305058,0,0,42,4,4,10,0,4,0,39,3,10,15
65,228441,236,0,23,4,4,4,1,4,0,39,0,9,11
34,247017,646,17,50,4,4,1,0,4,0,39,3,6,0
66,255091,134,7,40,4,4,14,4,4,0,19,1,13,9
89,342943,0,7,39,4,2,8,0,4,0,39,1,9,11
49,348293,0,0,30,2,4,10,3,2,0,39,0,9,11
52,209052,72,0,43,7,3,7,4,4,0,39,0,15,14
45,247624,131,0,39,0,3,0,4,4,1,39,1,10,15
55,203379,159,0,39,4,4,7,3,4,0,39,1,10,15
53,202582,486,0,41,4,2,3,3,1,1,39,0,13,9
57,291506,496,0,49,4,4,12,3,4,0,39,2,14,12
45,257061,205,0,46,2,2,4,3,4,0,39,0,9,11
73,197393,0,0,41,4,0,10,4,4,0,39,1,15,14
65,232038,267,0,16,0,0,8,0,4,1,39,0,9,11
84,162884,0,11,39,4,3,12,0,4,1,19,3,10,15
17,339020,556,0,42,6,2,7,2,1,0,20,1,7,1
75,71807,0,0,45,4,4,12,0,4,0,39,1,6,0
84,361683,328,0,35,4,2,4,1,1,1,36,0,12,7
53,231046,505,0,35,0,2,8,0,3,1,39,0,10,15
38,500263,0,4,42,7,2,1,0,4,1,39,2,14,12
33,243826,494,0,40,4,0,7,0,4,1,3,1,10,15
43,122539,439,0,28,6,5,10,0,4,1,39,1,8,2
57,140106,0,0,52,4,2,1,4,4,0,39,0,10,15
36,265073,617,14,55,2,6,0,3,4,0,39,1,14,12
54,250213,0,0,78,6,2,10,3,4,0,39,0,10,15
55,677398,157,0,23,4,2,4,2,4,0,39,0,10,15
89,304435,641,0,32,0,4,8,3,2,0,39,1,14,12
88,265546,548,0,40,6,0,11,1,2,0,14,0,14,12
31,231649,364,856,44,2,2,10,1,4,1,23,1,9,11
79,677398,729,0,35,2,2,8,4,4,1,13,2,13,9
65,155399,410,0,39,0,2,4,0,0,0,39,3,9,11
90,254336,0,0,40,4,0,12,0,4,0,39,0,10,15
