age,fnlwgt,capital-gain,capital-loss,hours-per-week,workclass,marital-status,occupation,relationship,race,sex,native-country,income,education-num,education
49.0,175664.0,0.0,0.0,52.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,3.0,13.0,9
20.0,396689.0,0.0,0.0,40.0,4.0,4.0,7.0,3.0,4.0,1.0,39.0,0.0,9.0,11
46.0,149478.0,0.0,0.0,40.0,6.0,2.0,4.0,0.0,4.0,1.0,39.0,1.0,9.0,11
36.0,180925.0,0.0,0.0,40.0,4.0,2.0,7.0,0.0,4.0,1.0,39.0,0.0,9.0,11
49.0,87217.0,0.0,0.0,48.0,4.0,2.0,3.0,0.0,4.0,1.0,39.0,2.0,10.0,15
41.0,248729.0,0.0,0.0,40.0,4.0,4.0,4.0,3.0,4.0,1.0,39.0,2.0,15.0,14
41.0,316470.0,0.0,0.0,20.0,4.0,2.0,7.0,0.0,4.0,1.0,39.0,1.0,9.0,11
23.0,83818.0,0.0,0.0,40.0,4.0,4.0,12.0,1.0,4.0,1.0,39.0,0.0,13.0,9
58.0,155972.0,0.0,0.0,50.0,4.0,2.0,12.0,0.0,4.0,1.0,39.0,0.0,5.0,6
34.0,160844.0,0.0,0.0,50.0,4.0,4.0,12.0,1.0,2.0,1.0,39.0,1.0,7.0,1
23.0,27207.0,0.0,0.0,40.0,4.0,2.0,3.0,0.0,1.0,1.0,39.0,0.0,12.0,7
20.0,133712.0,0.0,0.0,40.0,4.0,4.0,12.0,4.0,4.0,1.0,39.0,0.0,9.0,11
17.0,280172.0,0.0,0.0,40.0,4.0,2.0,8.0,3.0,4.0,0.0,39.0,1.0,9.0,11
49.0,256656.0,0.0,0.0,15.0,0.0,5.0,0.0,3.0,4.0,1.0,39.0,1.0,7.0,1
20.0,144737.0,0.0,0.0,40.0,4.0,4.0,7.0,3.0,4.0,0.0,39.0,0.0,9.0,11
17.0,177526.0,0.0,0.0,40.0,4.0,4.0,4.0,1.0,4.0,0.0,39.0,0.0,13.0,9
46.0,223725.0,0.0,0.0,40.0,4.0,4.0,12.0,3.0,4.0,1.0,39.0,2.0,12.0,7
52.0,24790.0,0.0,0.0,40.0,6.0,2.0,10.0,0.0,4.0,1.0,39.0,2.0,4.0,5
28.0,195447.0,0.0,0.0,40.0,4.0,4.0,7.0,3.0,2.0,0.0,39.0,0.0,11.0,8
27.0,215640.0,8614.0,0.0,40.0,4.0,4.0,8.0,1.0,4.0,1.0,39.0,0.0,3.0,4
25.0,163392.0,0.0,0.0,40.0,4.0,2.0,14.0,0.0,4.0,1.0,39.0,0.0,13.0,9
40.0,265097.0,0.0,0.0,40.0,4.0,4.0,10.0,1.0,4.0,0.0,39.0,1.0,7.0,1
59.0,380543.0,0.0,0.0,40.0,4.0,2.0,8.0,4.0,2.0,1.0,39.0,0.0,10.0,15
25.0,170861.0,0.0,0.0,40.0,4.0,4.0,1.0,4.0,2.0,0.0,39.0,0.0,9.0,11
19.0,447882.0,0.0,0.0,40.0,4.0,4.0,1.0,3.0,4.0,0.0,39.0,1.0,15.0,14
28.0,111891.0,0.0,0.0,40.0,2.0,4.0,10.0,3.0,4.0,0.0,39.0,0.0,10.0,15
23.0,212465.0,0.0,0.0,40.0,4.0,4.0,12.0,5.0,4.0,0.0,39.0,0.0,10.0,15
27.0,219632.0,0.0,0.0,40.0,4.0,2.0,12.0,0.0,4.0,1.0,39.0,2.0,10.0,15
54.0,325921.0,0.0,0.0,40.0,4.0,2.0,7.0,5.0,4.0,1.0,39.0,0.0,9.0,11
18.0,119904.0,0.0,0.0,35.0,4.0,6.0,1.0,1.0,4.0,0.0,39.0,0.0,9.0,11
33.0,116971.0,0.0,0.0,40.0,4.0,2.0,7.0,0.0,4.0,1.0,39.0,1.0,9.0,11
37.0,316470.0,0.0,0.0,40.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,1.0,9.0,11
18.0,169526.0,0.0,0.0,20.0,4.0,4.0,10.0,4.0,2.0,0.0,39.0,1.0,11.0,8
49.0,261012.0,0.0,0.0,50.0,6.0,2.0,4.0,0.0,2.0,1.0,39.0,0.0,10.0,15
22.0,108907.0,0.0,0.0,45.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,2.0,7.0,1
49.0,369522.0,0.0,0.0,40.0,4.0,2.0,8.0,5.0,4.0,0.0,39.0,0.0,10.0,15
17.0,183910.0,0.0,0.0,20.0,2.0,4.0,1.0,4.0,4.0,0.0,39.0,0.0,9.0,11
45.0,83892.0,0.0,0.0,40.0,2.0,2.0,1.0,0.0,4.0,1.0,39.0,0.0,10.0,15
27.0,153588.0,0.0,0.0,40.0,4.0,2.0,1.0,3.0,4.0,0.0,39.0,1.0,10.0,15
26.0,438611.0,0.0,0.0,65.0,4.0,2.0,1.0,0.0,4.0,1.0,39.0,2.0,7.0,1
23.0,236436.0,0.0,0.0,40.0,4.0,2.0,3.0,0.0,4.0,1.0,39.0,1.0,13.0,9
31.0,380543.0,0.0,0.0,40.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,1.0,9.0,11
46.0,97561.0,0.0,0.0,40.0,4.0,2.0,8.0,5.0,4.0,1.0,39.0,0.0,9.0,11
23.0,210095.0,0.0,0.0,55.0,4.0,4.0,8.0,3.0,4.0,1.0,39.0,0.0,11.0,8
19.0,24562.0,0.0,0.0,40.0,4.0,4.0,8.0,3.0,4.0,1.0,39.0,0.0,10.0,15
17.0,184655.0,0.0,0.0,50.0,4.0,4.0,1.0,3.0,4.0,0.0,39.0,0.0,10.0,15
23.0,185330.0,0.0,0.0,50.0,4.0,4.0,12.0,2.0,4.0,1.0,39.0,1.0,9.0,11
52.0,101867.0,0.0,0.0,40.0,4.0,2.0,12.0,0.0,4.0,1.0,39.0,1.0,9.0,11
20.0,204057.0,0.0,0.0,20.0,4.0,4.0,12.0,3.0,4.0,0.0,39.0,0.0,9.0,11
18.0,309033.0,0.0,0.0,50.0,4.0,4.0,12.0,3.0,4.0,0.0,39.0,0.0,9.0,11
45.0,195447.0,7298.0,0.0,50.0,4.0,2.0,8.0,0.0,4.0,1.0,39.0,3.0,14.0,12
29.0,212465.0,0.0,0.0,40.0,4.0,2.0,8.0,5.0,4.0,0.0,39.0,0.0,16.0,10
21.0,203482.0,0.0,0.0,40.0,6.0,4.0,10.0,3.0,4.0,1.0,39.0,0.0,13.0,9
46.0,184903.0,0.0,0.0,40.0,4.0,2.0,14.0,0.0,4.0,1.0,39.0,0.0,13.0,9
43.0,235722.0,0.0,0.0,40.0,6.0,2.0,1.0,0.0,4.0,1.0,39.0,2.0,13.0,9
51.0,82318.0,0.0,0.0,40.0,4.0,0.0,6.0,1.0,4.0,0.0,39.0,0.0,10.0,15
48.0,126613.0,0.0,0.0,40.0,4.0,2.0,7.0,0.0,4.0,1.0,39.0,0.0,10.0,15
37.0,122989.0,0.0,0.0,25.0,4.0,2.0,14.0,0.0,2.0,1.0,39.0,1.0,7.0,1
24.0,161205.0,0.0,0.0,40.0,4.0,4.0,8.0,1.0,1.0,0.0,39.0,1.0,10.0,15
48.0,169611.0,0.0,0.0,50.0,4.0,2.0,10.0,0.0,4.0,1.0,39.0,2.0,10.0,15
47.0,325921.0,0.0,0.0,20.0,4.0,2.0,8.0,0.0,4.0,1.0,39.0,0.0,6.0,0
17.0,324452.0,0.0,0.0,40.0,4.0,4.0,8.0,3.0,4.0,1.0,39.0,0.0,6.0,0
67.0,248739.0,0.0,0.0,40.0,6.0,2.0,3.0,0.0,2.0,1.0,39.0,2.0,10.0,15
41.0,143360.0,0.0,0.0,40.0,4.0,4.0,13.0,3.0,4.0,0.0,39.0,2.0,10.0,15
26.0,113436.0,0.0,0.0,60.0,4.0,0.0,10.0,1.0,4.0,1.0,39.0,0.0,13.0,9
41.0,46645.0,0.0,0.0,40.0,6.0,2.0,3.0,0.0,4.0,1.0,39.0,0.0,13.0,9
27.0,161387.0,0.0,0.0,40.0,4.0,4.0,1.0,3.0,4.0,1.0,39.0,0.0,11.0,8
39.0,169512.0,0.0,0.0,40.0,4.0,0.0,8.0,5.0,4.0,0.0,39.0,0.0,10.0,15
47.0,162895.0,0.0,0.0,45.0,4.0,0.0,12.0,1.0,4.0,0.0,39.0,0.0,10.0,15
60.0,135070.0,0.0,0.0,40.0,6.0,2.0,10.0,0.0,4.0,1.0,39.0,0.0,13.0,9
41.0,109928.0,0.0,0.0,40.0,7.0,2.0,4.0,0.0,4.0,1.0,39.0,0.0,3.0,4
26.0,170984.0,0.0,0.0,40.0,4.0,4.0,8.0,4.0,4.0,1.0,0.0,0.0,14.0,12
18.0,173839.0,0.0,0.0,20.0,4.0,2.0,3.0,0.0,4.0,1.0,39.0,0.0,9.0,11
44.0,236436.0,0.0,0.0,40.0,4.0,2.0,7.0,0.0,4.0,1.0,39.0,2.0,11.0,8
37.0,105813.0,0.0,0.0,40.0,4.0,2.0,7.0,1.0,4.0,1.0,39.0,0.0,9.0,11
30.0,113425.0,0.0,0.0,20.0,4.0,2.0,7.0,4.0,4.0,0.0,39.0,1.0,9.0,11
32.0,118600.0,0.0,0.0,40.0,4.0,0.0,12.0,2.0,4.0,1.0,39.0,0.0,9.0,11
30.0,219835.0,0.0,0.0,40.0,4.0,2.0,14.0,0.0,4.0,1.0,39.0,0.0,9.0,11
46.0,496062.0,0.0,0.0,40.0,7.0,0.0,7.0,5.0,4.0,0.0,39.0,1.0,10.0,15
18.0,113514.0,0.0,0.0,40.0,4.0,4.0,14.0,4.0,4.0,0.0,39.0,0.0,9.0,11
30.0,387779.0,0.0,0.0,55.0,4.0,4.0,8.0,1.0,4.0,1.0,39.0,0.0,9.0,11
27.0,216319.0,0.0,0.0,40.0,4.0,4.0,8.0,3.0,4.0,1.0,39.0,0.0,9.0,11
43.0,163392.0,0.0,0.0,40.0,4.0,0.0,10.0,1.0,4.0,0.0,39.0,1.0,15.0,14
37.0,52433.0,0.0,0.0,40.0,4.0,2.0,6.0,0.0,4.0,1.0,39.0,1.0,6.0,0
39.0,195343.0,0.0,0.0,40.0,4.0,4.0,8.0,1.0,4.0,1.0,39.0,1.0,11.0,8
19.0,131220.0,0.0,0.0,40.0,4.0,4.0,1.0,3.0,4.0,0.0,39.0,0.0,9.0,11
48.0,258339.0,0.0,0.0,40.0,4.0,2.0,3.0,0.0,4.0,1.0,39.0,2.0,9.0,11
20.0,172475.0,0.0,0.0,50.0,1.0,4.0,8.0,1.0,4.0,0.0,39.0,0.0,13.0,9
41.0,236436.0,0.0,0.0,40.0,4.0,4.0,14.0,3.0,4.0,1.0,39.0,3.0,10.0,15
37.0,370032.0,0.0,0.0,40.0,4.0,4.0,10.0,3.0,4.0,0.0,39.0,0.0,5.0,6
38.0,230721.0,0.0,0.0,15.0,4.0,2.0,10.0,0.0,4.0,1.0,39.0,0.0,14.0,12
30.0,152754.0,0.0,0.0,40.0,4.0,2.0,8.0,0.0,4.0,1.0,39.0,1.0,9.0,11
38.0,224424.0,0.0,0.0,40.0,4.0,2.0,10.0,0.0,4.0,1.0,39.0,0.0,13.0,9
22.0,163898.0,0.0,0.0,40.0,4.0,4.0,3.0,4.0,4.0,0.0,39.0,0.0,11.0,8
17.0,162009.0,0.0,0.0,40.0,4.0,4.0,1.0,3.0,4.0,0.0,39.0,0.0,10.0,15
32.0,323639.0,0.0,0.0,40.0,4.0,2.0,8.0,0.0,4.0,1.0,39.0,1.0,9.0,11
46.0,240124.0,0.0,0.0,40.0,4.0,2.0,14.0,0.0,4.0,1.0,39.0,0.0,10.0,15
44.0,315615.0,0.0,0.0,40.0,2.0,2.0,4.0,0.0,4.0,1.0,39.0,1.0,13.0,9
62.0,255004.0,0.0,0.0,40.0,4.0,2.0,1.0,5.0,4.0,0.0,39.0,0.0,9.0,11
33.0,257750.0,0.0,0.0,40.0,4.0,2.0,8.0,0.0,4.0,1.0,39.0,0.0,9.0,11
44.0,240928.0,0.0,0.0,40.0,4.0,2.0,1.0,0.0,4.0,1.0,39.0,0.0,11.0,8
39.0,54944.0,0.0,0.0,40.0,6.0,2.0,4.0,0.0,4.0,1.0,39.0,0.0,9.0,11
48.0,39756.0,0.0,0.0,50.0,4.0,2.0,1.0,5.0,4.0,1.0,39.0,0.0,9.0,11
40.0,236330.0,0.0,0.0,40.0,4.0,4.0,1.0,1.0,0.0,1.0,39.0,0.0,10.0,15
31.0,210318.0,0.0,0.0,20.0,4.0,4.0,8.0,1.0,4.0,1.0,39.0,0.0,11.0,8
24.0,236431.0,0.0,0.0,40.0,4.0,4.0,12.0,1.0,4.0,1.0,39.0,0.0,13.0,9
28.0,325923.0,0.0,0.0,45.0,4.0,2.0,1.0,0.0,4.0,1.0,39.0,0.0,13.0,9
49.0,256050.0,0.0,0.0,40.0,4.0,2.0,10.0,5.0,4.0,1.0,39.0,2.0,9.0,11
33.0,160544.0,0.0,0.0,50.0,6.0,6.0,3.0,2.0,1.0,1.0,39.0,0.0,13.0,9
30.0,258121.0,0.0,0.0,40.0,4.0,4.0,14.0,3.0,4.0,0.0,39.0,0.0,9.0,11
26.0,157599.0,0.0,0.0,40.0,6.0,4.0,3.0,1.0,4.0,1.0,39.0,0.0,3.0,4
31.0,410615.0,0.0,0.0,40.0,4.0,0.0,3.0,3.0,4.0,0.0,39.0,1.0,9.0,11
21.0,491215.0,0.0,0.0,40.0,4.0,4.0,1.0,1.0,4.0,0.0,39.0,1.0,9.0,11
44.0,175615.0,0.0,0.0,40.0,4.0,2.0,7.0,0.0,4.0,1.0,39.0,1.0,9.0,11
34.0,396672.0,0.0,0.0,40.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,1.0,14.0,12
31.0,204871.0,0.0,0.0,40.0,4.0,2.0,3.0,0.0,4.0,1.0,1.0,0.0,8.0,2
32.0,104973.0,0.0,0.0,20.0,4.0,2.0,1.0,5.0,2.0,0.0,39.0,0.0,9.0,11
37.0,129009.0,0.0,0.0,40.0,4.0,2.0,12.0,0.0,2.0,1.0,39.0,2.0,10.0,15
55.0,108907.0,0.0,0.0,40.0,4.0,0.0,12.0,3.0,4.0,0.0,39.0,0.0,13.0,9
42.0,140514.0,0.0,0.0,40.0,4.0,0.0,3.0,1.0,4.0,1.0,39.0,0.0,13.0,9
44.0,182675.0,0.0,0.0,30.0,4.0,4.0,4.0,1.0,4.0,0.0,39.0,0.0,10.0,15
24.0,184901.0,0.0,0.0,40.0,4.0,4.0,3.0,4.0,4.0,1.0,39.0,0.0,9.0,11
54.0,104945.0,0.0,0.0,40.0,4.0,4.0,4.0,1.0,4.0,1.0,39.0,0.0,10.0,15
17.0,118001.0,0.0,0.0,40.0,4.0,4.0,6.0,3.0,4.0,1.0,39.0,0.0,9.0,11
47.0,153542.0,0.0,0.0,10.0,4.0,0.0,3.0,1.0,4.0,1.0,39.0,2.0,4.0,5
56.0,140984.0,0.0,0.0,84.0,4.0,2.0,7.0,0.0,4.0,1.0,39.0,1.0,13.0,9
33.0,169512.0,0.0,0.0,44.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,0.0,6.0,0
30.0,325923.0,0.0,0.0,84.0,4.0,4.0,7.0,1.0,4.0,0.0,39.0,0.0,9.0,11
28.0,136950.0,0.0,0.0,40.0,4.0,4.0,8.0,4.0,4.0,1.0,39.0,0.0,10.0,15
55.0,183745.0,0.0,0.0,40.0,4.0,2.0,3.0,0.0,4.0,1.0,39.0,2.0,14.0,12
29.0,131220.0,0.0,0.0,45.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,1.0,10.0,15
23.0,105862.0,0.0,0.0,30.0,4.0,4.0,4.0,1.0,4.0,0.0,39.0,0.0,10.0,15
40.0,102628.0,0.0,0.0,40.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,2.0,13.0,9
44.0,121750.0,0.0,0.0,35.0,4.0,2.0,14.0,0.0,4.0,1.0,39.0,0.0,9.0,11
39.0,206253.0,0.0,0.0,40.0,1.0,2.0,1.0,0.0,4.0,1.0,39.0,2.0,14.0,12
20.0,73514.0,0.0,0.0,20.0,4.0,4.0,3.0,0.0,4.0,1.0,39.0,0.0,9.0,11
48.0,169995.0,0.0,0.0,48.0,4.0,0.0,7.0,4.0,4.0,0.0,39.0,0.0,9.0,11
56.0,2760.0,0.0,0.0,40.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,0.0,10.0,15
23.0,203761.0,0.0,0.0,15.0,4.0,4.0,12.0,3.0,4.0,0.0,39.0,0.0,9.0,11
33.0,172354.0,0.0,0.0,40.0,4.0,4.0,3.0,0.0,4.0,1.0,39.0,0.0,10.0,15
37.0,223410.0,0.0,0.0,40.0,4.0,2.0,7.0,0.0,4.0,1.0,39.0,1.0,9.0,11
34.0,143878.0,0.0,0.0,40.0,4.0,0.0,8.0,2.0,4.0,0.0,39.0,0.0,13.0,9
45.0,187830.0,0.0,0.0,40.0,4.0,2.0,3.0,0.0,4.0,1.0,39.0,0.0,9.0,11
62.0,1095000.0,0.0,0.0,35.0,4.0,2.0,8.0,3.0,4.0,0.0,39.0,0.0,9.0,11
36.0,427744.0,0.0,0.0,60.0,4.0,2.0,8.0,0.0,4.0,1.0,39.0,0.0,9.0,11
36.0,142076.0,0.0,0.0,40.0,4.0,2.0,3.0,0.0,4.0,1.0,39.0,1.0,9.0,11
47.0,171205.0,0.0,0.0,40.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,1.0,9.0,11
21.0,179008.0,0.0,0.0,40.0,4.0,4.0,8.0,3.0,4.0,1.0,39.0,0.0,10.0,15
33.0,212465.0,0.0,0.0,40.0,4.0,4.0,8.0,1.0,4.0,0.0,39.0,0.0,9.0,11
69.0,39756.0,0.0,0.0,40.0,6.0,2.0,3.0,1.0,4.0,1.0,39.0,2.0,16.0,10
45.0,1193446.0,0.0,0.0,40.0,0.0,0.0,10.0,1.0,4.0,1.0,39.0,0.0,16.0,10
23.0,158685.0,0.0,0.0,30.0,4.0,4.0,6.0,2.0,4.0,1.0,39.0,0.0,9.0,11
32.0,172366.0,0.0,0.0,40.0,4.0,2.0,12.0,0.0,4.0,1.0,39.0,1.0,9.0,11
22.0,273555.0,0.0,0.0,35.0,4.0,2.0,3.0,0.0,4.0,1.0,39.0,2.0,6.0,0
70.0,166210.0,0.0,0.0,40.0,4.0,2.0,10.0,0.0,4.0,1.0,39.0,2.0,6.0,0
52.0,143910.0,0.0,0.0,40.0,2.0,2.0,8.0,0.0,4.0,1.0,39.0,2.0,6.0,0
25.0,120544.0,0.0,0.0,40.0,4.0,4.0,8.0,1.0,4.0,0.0,39.0,0.0,9.0,11
61.0,185330.0,0.0,0.0,40.0,4.0,6.0,12.0,1.0,4.0,1.0,39.0,0.0,10.0,15
40.0,195253.0,0.0,0.0,40.0,4.0,0.0,8.0,4.0,4.0,0.0,39.0,0.0,13.0,9
48.0,173858.0,0.0,0.0,40.0,2.0,2.0,10.0,5.0,4.0,0.0,39.0,2.0,10.0,15
17.0,292504.0,0.0,0.0,40.0,4.0,4.0,1.0,1.0,4.0,0.0,39.0,0.0,9.0,11
27.0,232651.0,0.0,0.0,40.0,4.0,4.0,4.0,1.0,4.0,1.0,39.0,0.0,10.0,15
36.0,177226.0,0.0,0.0,50.0,4.0,2.0,13.0,0.0,4.0,1.0,39.0,1.0,9.0,11
47.0,144789.0,0.0,0.0,40.0,4.0,2.0,3.0,0.0,4.0,1.0,39.0,0.0,9.0,11
27.0,138441.0,0.0,0.0,40.0,4.0,4.0,12.0,3.0,4.0,1.0,39.0,0.0,12.0,7
17.0,168213.0,0.0,0.0,40.0,4.0,4.0,3.0,3.0,2.0,1.0,39.0,0.0,7.0,1
22.0,407043.0,0.0,0.0,40.0,4.0,4.0,12.0,4.0,4.0,1.0,39.0,0.0,12.0,7
42.0,166851.0,0.0,0.0,40.0,4.0,2.0,8.0,0.0,4.0,1.0,39.0,1.0,13.0,9
19.0,184018.0,0.0,0.0,40.0,4.0,4.0,3.0,1.0,4.0,0.0,3.0,1.0,9.0,11
29.0,163384.0,0.0,0.0,56.0,4.0,4.0,3.0,3.0,4.0,0.0,39.0,0.0,9.0,11
33.0,187700.0,0.0,0.0,40.0,4.0,4.0,4.0,3.0,4.0,0.0,39.0,0.0,9.0,11
19.0,37015.0,0.0,0.0,40.0,4.0,4.0,12.0,3.0,4.0,1.0,39.0,0.0,10.0,15
25.0,169512.0,0.0,0.0,12.0,4.0,2.0,12.0,0.0,4.0,1.0,39.0,0.0,10.0,15
20.0,285833.0,0.0,0.0,20.0,4.0,4.0,12.0,1.0,4.0,1.0,39.0,0.0,9.0,11
52.0,219869.0,0.0,0.0,50.0,4.0,2.0,8.0,0.0,4.0,1.0,39.0,0.0,9.0,11
26.0,138001.0,0.0,0.0,40.0,4.0,2.0,3.0,0.0,1.0,1.0,39.0,1.0,13.0,9
40.0,180928.0,0.0,0.0,40.0,4.0,2.0,7.0,0.0,4.0,1.0,39.0,0.0,9.0,11
62.0,39756.0,0.0,0.0,60.0,4.0,6.0,14.0,0.0,4.0,1.0,39.0,0.0,9.0,11
21.0,109856.0,0.0,0.0,40.0,4.0,4.0,4.0,0.0,4.0,1.0,39.0,0.0,13.0,9
27.0,126614.0,0.0,0.0,25.0,4.0,4.0,6.0,4.0,4.0,0.0,39.0,0.0,12.0,7
27.0,285897.0,0.0,0.0,50.0,4.0,4.0,12.0,1.0,4.0,0.0,39.0,0.0,9.0,11
28.0,204871.0,0.0,0.0,40.0,4.0,4.0,3.0,1.0,4.0,0.0,39.0,1.0,10.0,15
26.0,140001.0,0.0,0.0,40.0,4.0,0.0,3.0,4.0,4.0,1.0,39.0,1.0,10.0,15
42.0,97562.0,0.0,0.0,40.0,4.0,2.0,3.0,0.0,4.0,1.0,39.0,0.0,9.0,11
46.0,174461.0,0.0,0.0,50.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,3.0,10.0,15
43.0,101283.0,0.0,0.0,40.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,0.0,13.0,9
46.0,153542.0,0.0,0.0,45.0,4.0,0.0,4.0,4.0,0.0,0.0,39.0,0.0,10.0,15
45.0,235786.0,0.0,0.0,40.0,4.0,4.0,3.0,3.0,4.0,1.0,39.0,0.0,10.0,15
37.0,269317.0,0.0,0.0,40.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,0.0,10.0,15
35.0,888720.0,0.0,0.0,40.0,4.0,2.0,8.0,0.0,4.0,1.0,39.0,0.0,10.0,15
43.0,137984.0,0.0,0.0,40.0,4.0,2.0,1.0,0.0,4.0,1.0,39.0,0.0,6.0,0
43.0,174839.0,0.0,0.0,56.0,4.0,2.0,12.0,0.0,4.0,1.0,39.0,2.0,9.0,11
37.0,17098.0,0.0,0.0,36.0,4.0,4.0,4.0,4.0,4.0,1.0,39.0,0.0,13.0,9
49.0,142076.0,0.0,0.0,40.0,4.0,2.0,10.0,0.0,4.0,1.0,39.0,2.0,13.0,9
25.0,118714.0,0.0,0.0,40.0,4.0,2.0,3.0,0.0,4.0,1.0,39.0,0.0,9.0,11
55.0,370032.0,0.0,0.0,50.0,4.0,2.0,4.0,0.0,4.0,1.0,39.0,1.0,10.0,15
45.0,278522.0,0.0,0.0,40.0,4.0,2.0,3.0,0.0,4.0,1.0,39.0,1.0,10.0,15
27.0,279317.0,0.0,0.0,40.0,4.0,2.0,8.0,0.0,4.0,1.0,39.0,2.0,13.0,9
29.0,137984.0,0.0,0.0,40.0,4.0,2.0,10.0,5.0,4.0,0.0,39.0,2.0,13.0,9
35.0,54944.0,0.0,0.0,20.0,7.0,4.0,1.0,1.0,4.0,0.0,39.0,0.0,10.0,15
31.0,136684.0,0.0,0.0,40.0,4.0,4.0,11.0,4.0,4.0,1.0,39.0,0.0,7.0,1
20.0,26781.0,0.0,0.0,50.0,4.0,4.0,1.0,1.0,4.0,1.0,39.0,0.0,9.0,11
32.0,276034.0,0.0,0.0,40.0,4.0,4.0,8.0,3.0,4.0,0.0,39.0,1.0,13.0,9
56.0,161978.0,0.0,0.0,40.0,4.0,2.0,3.0,0.0,4.0,1.0,39.0,2.0,11.0,8
49.0,152076.0,0.0,0.0,40.0,4.0,2.0,8.0,5.0,4.0,0.0,39.0,0.0,13.0,9
